"Scientific Name","Common Name","Where Listed","Region","ESA Listing Status","Group"
"Gallinula galeata sandvicensis","Hawaiian common gallinule","Wherever found","1","Endangered","Birds"
"Quadrula cylindrica strigillata","Rough rabbitsfoot","Wherever found","5","Endangered","Clams"
"Percina jenkinsi","Conasauga logperch","Wherever found","4","Endangered","Fishes"
"Gymnogyps californianus","California condor","Pacific Northwest NEP","8","Experimental Population, Non-Essential","Birds"
"Pyrgulopsis bernardina","San Bernardino springsnail","Wherever found","2","Threatened","Snails"
"Oceanodroma castro","Band-rumped storm-petrel","USA (HI)","1","Endangered","Birds"
"Vulpes vulpes necator","Sierra Nevada red fox","","8","Endangered","Mammals"
"Ambystoma tigrinum stebbinsi","Sonora tiger Salamander","Wherever found","2","Endangered","Amphibians"
"Lampsilis virescens","Alabama lampmussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Myotis septentrionalis","Northern Long-Eared Bat","Wherever found","3","Threatened","Mammals"
"Cyprogenia stegaria","Fanshell","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Pipilo crissalis eremophilus","Inyo California towhee","Wherever found","8","Threatened","Birds"
"Enhydra lutris kenyoni","Northern Sea Otter","Southwest Alaska DPS","7","Threatened","Mammals"
"Oncorhynchus gilae","Gila trout","Wherever found","2","Threatened","Fishes"
"Fusconaia escambia","Narrow pigtoe","Wherever found","4","Threatened","Clams"
"Hemistena lata","Cracking pearlymussel","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Leptoxis ampla","Round rocksnail","Wherever found","4","Threatened","Snails"
"Lycaeides argyrognomon lotis","Lotis blue butterfly","Wherever found","8","Endangered","Insects"
"Notropis topeka (=tristis)","Topeka shiner","Wherever found, except where listed as an experimental population","6","Endangered","Fishes"
"Branchinecta lynchi","Vernal pool fairy shrimp","Wherever found","8","Threatened","Crustaceans"
"Medionidus simpsonianus","Ochlockonee moccasinshell","Wherever found","4","Endangered","Clams"
"Lanx sp.","Banbury Springs limpet","Wherever found","1","Endangered","Snails"
"Epioblasma brevidens","Cumberlandian combshell","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Plethobasus cicatricosus","White wartyback (pearlymussel)","Wherever found","4","Endangered","Clams"
"Plethobasus cooperianus","Orangefoot pimpleback (pearlymussel)","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Epioblasma triquetra","Snuffbox mussel","Wherever found","3","Endangered","Clams"
"Lampsilis perovalis","Orangenacre mucket","Wherever found","4","Threatened","Clams"
"Gymnomyza samoensis","Mao (= maomao) (honeyeater)","Wherever found","1","Endangered","Birds"
"Gila elegans","Bonytail","Wherever found","6","Endangered","Fishes"
"Thamnophis rufipunctatus","Narrow-headed gartersnake","Wherever found","2","Threatened","Reptiles"
"Epioblasma brevidens","Cumberlandian combshell","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Eretmochelys imbricata","Hawksbill sea turtle","Wherever found","4","Endangered","Reptiles"
"Rhadine exilis","[no common name] Beetle","Wherever found","2","Endangered","Insects"
"Cyprinodon nevadensis pectoralis","Warm Springs pupfish","Wherever found","8","Endangered","Fishes"
"Quadrula cylindrica cylindrica","Rabbitsfoot","Wherever found","4","Threatened","Clams"
"Epioblasma florentina walkeri (=E. walkeri)","Tan riffleshell","Wherever found","4","Endangered","Clams"
"Microtus pennsylvanicus dukecampbelli","Florida salt marsh vole","Wherever found","4","Endangered","Mammals"
"Cambarus zophonastes","Hell Creek Cave crayfish","Wherever found","4","Endangered","Crustaceans"
"Palaemonias alabamae","Alabama cave shrimp","Wherever found","4","Endangered","Crustaceans"
"Neonympha mitchellii mitchellii","Mitchell's satyr Butterfly","Wherever found","3","Endangered","Insects"
"Lepyrium showalteri","Flat pebblesnail","Wherever found","4","Endangered","Snails"
"Canis rufus","Red wolf","U.S.A. (portions of NC and TN)","4","Experimental Population, Non-Essential","Mammals"
"Epioblasma brevidens","Cumberlandian combshell","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Plagopterus argentissimus","Woundfin","Gila R. drainage, AZ, NM","6","Experimental Population, Non-Essential","Fishes"
"Corynorhinus (=Plecotus) townsendii virginianus","Virginia big-eared bat","Wherever found","5","Endangered","Mammals"
"Quadrula sparsa","Appalachian monkeyface (pearlymussel)","USA (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Epioblasma capsaeformis","Oyster mussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Rallus owstoni","Guam rail","Rota","1","Experimental Population, Non-Essential","Birds"
"Fusconaia burkei","Tapered pigtoe","Wherever found","4","Threatened","Clams"
"Etheostoma etowahae","Etowah darter","Wherever found","4","Endangered","Fishes"
"Amazona vittata","Puerto Rican parrot","Wherever found","4","Endangered","Birds"
"Elassoma alabamae","Spring pygmy sunfish","Wherever found","4","Threatened","Fishes"
"Peromyscus polionotus ammobates","Alabama beach mouse","Wherever found","4","Endangered","Mammals"
"Drosophila aglaia","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Scaphirhynchus suttkusi","Alabama sturgeon","Wherever found","4","Endangered","Fishes"
"Palmeria dolei","crested honeycreeper (Akohekohe)","Wherever found","1","Endangered","Birds"
"Batrisodes texanus","Coffin Cave mold beetle","Wherever found","2","Endangered","Insects"
"Polysticta stelleri","Steller's Eider","AK breeding pop.","7","Threatened","Birds"
"Peromyscus gossypinus allapaticola","Key Largo cotton mouse","Wherever found","4","Endangered","Mammals"
"Pleurobema curtum","Black clubshell","Wherever found","4","Endangered","Clams"
"Tryonia cheatumi","Phantom Tryonia","Wherever found","2","Endangered","Snails"
"Lirceus usdagalun","Lee County cave isopod","Wherever found","5","Endangered","Crustaceans"
"Peromyscus polionotus peninsularis","St. Andrew beach mouse","Wherever found","4","Endangered","Mammals"
"Pseudonestor xanthophrys","Maui parrotbill (Kiwikiu)","Wherever found","1","Endangered","Birds"
"Medionidus penicillatus","Gulf moccasinshell","Wherever found","4","Endangered","Clams"
"Caretta caretta","Loggerhead sea turtle","Northwest Atlantic Ocean DPS","4","Threatened","Reptiles"
"Percina aurolineata","Goldline darter","Wherever found","4","Threatened","Fishes"
"Zosterops conspicillatus conspicillatus","Bridled white-eye","Wherever found","1","Endangered","Birds"
"Notropis mekistocholas","Cape Fear shiner","Wherever found","4","Endangered","Fishes"
"Potamilus inflatus","Inflated heelsplitter","Wherever found","4","Threatened","Clams"
"Etheostoma chermocki","Vermilion darter","Wherever found","4","Endangered","Fishes"
"Thamnophis gigas","Giant garter snake","Wherever found","8","Threatened","Reptiles"
"Alasmidonta raveneliana","Appalachian elktoe","Wherever found","4","Endangered","Clams"
"Rallus owstoni","Guam rail","Wherever found, except where listed as an experimental population","1","Endangered","Birds"
"Lioplax cyclostomaformis","Cylindrical lioplax (snail)","Wherever found","4","Endangered","Snails"
"Oncorhynchus apache","Apache trout","Wherever found","2","Threatened","Fishes"
"Eremophila alpestris strigata","Streaked Horned lark","Wherever found","1","Threatened","Birds"
"Leopardus (=Felis) wiedii","Margay","Wherever found","2","Endangered","Mammals"
"Hemistena lata","Cracking pearlymussel","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Hylaeus assimulans","Assimulans yellow-faced bee","Wherever found","1","Endangered","Insects"
"Palaemonias ganteri","Kentucky cave shrimp","Wherever found","4","Endangered","Crustaceans"
"Megalagrion nigrohamatum nigrolineatum","Blackline Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Ptychocheilus lucius","Colorado pikeminnow (=squawfish)","Salt and Verde R. drainages, AZ","6","Experimental Population, Non-Essential","Fishes"
"Campeloma decampi","Slender campeloma","Wherever found","4","Endangered","Snails"
"Physa natricina","Snake River physa snail","Wherever found","1","Endangered","Snails"
"Gila bicolor ssp.","Hutton tui chub","Wherever found","1","Threatened","Fishes"
"Amphispiza belli clementeae","San Clemente sage sparrow","Wherever found","8","Threatened","Birds"
"Hylaeus kuakea","Hawaiian yellow-faced bee","Wherever found","1","Endangered","Insects"
"Elliptio spinosa","Altamaha Spinymussel","Wherever found","4","Endangered","Clams"
"Adelocosa anops","Kauai cave wolf or pe'e pe'e maka 'ole spider","Wherever found","1","Endangered","Arachnids"
"Eleutherodactylus juanariveroi","Llanero Coqui","Wherever found","4","Endangered","Amphibians"
"Trichechus manatus","West Indian Manatee","Wherever found","4","Threatened","Mammals"
"Rallus obsoletus [=longirostris] yumanensis","Yuma Ridgways (clapper) rail","Wherever found","2","Endangered","Birds"
"Gopherus polyphemus","Gopher tortoise","West of Mobile and Tombigbee Rivers","4","Threatened","Reptiles"
"Noturus crypticus","Chucky Madtom","Wherever found","4","Endangered","Fishes"
"Helminthoglypta walkeriana","Morro shoulderband (=Banded dune) snail","Wherever found","8","Endangered","Snails"
"Etheostoma wapiti","Boulder darter","Shoal Creek","4","Experimental Population, Non-Essential","Fishes"
"Thamnophis sirtalis tetrataenia","San Francisco garter snake","Wherever found","8","Endangered","Reptiles"
"Chilabothrus granti","Virgin Islands tree boa","Wherever found","4","Endangered","Reptiles"
"Eurycea nana","San Marcos salamander","Wherever found","2","Threatened","Amphibians"
"Clemmys muhlenbergii","bog turtle","Wherever found, except GA, NC, SC, TN, VA","5","Threatened","Reptiles"
"Fusconaia cuneolus","Finerayed pigtoe","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Orconectes shoupi","Nashville crayfish","Wherever found","4","Endangered","Crustaceans"
"Euproserpinus euterpe","Kern primrose sphinx moth","Wherever found","8","Threatened","Insects"
"Pleurobema plenum","Rough pigtoe","Wherever found","4","Endangered","Clams"
"Zapus hudsonius preblei","Preble's meadow jumping mouse","wherever found","6","Threatened","Mammals"
"Centrocercus minimus","Gunnison sage-grouse","Wherever found","6","Threatened","Birds"
"Ptychobranchus jonesi","Southern kidneyshell","Wherever found","4","Endangered","Clams"
"Stygobromus (=Stygonectes) pecki","Peck's cave amphipod","Wherever found","2","Endangered","Crustaceans"
"Leopardus (=Felis) pardalis","Ocelot","wherever found","2","Endangered","Mammals"
"Leptonycteris nivalis","Mexican long-nosed bat","Wherever found","2","Endangered","Mammals"
"Ammodramus maritimus mirabilis","Cape Sable seaside sparrow","Wherever found","4","Endangered","Birds"
"Epioblasma florentina curtisii","Curtis pearlymussel","Wherever found","3","Endangered","Clams"
"Oarisma poweshiek","Poweshiek skipperling","Wherever found","3","Endangered","Insects"
"Charadrius melodus","Piping Plover","[Great Lakes watershed DPS] - Great Lakes, watershed in States of IL, IN, MI, MN, NY, OH, PA, and WI and Canada (Ont.)","3","Endangered","Birds"
"Vermivora bachmanii","Bachman's warbler (=wood)","Wherever found","4","Endangered","Birds"
"Lasmigona decorata","Carolina heelsplitter","Wherever found","4","Endangered","Clams"
"Fusconaia cor","Shiny pigtoe","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Oncorhynchus clarkii stomias","Greenback Cutthroat trout","Wherever found","6","Threatened","Fishes"
"Antilocapra americana sonoriensis","Sonoran pronghorn","U.S.A. (AZ), Mexico","2","Experimental Population, Non-Essential","Mammals"
"Rana sevosa","dusky gopher frog","Wherever found","4","Endangered","Amphibians"
"Gila seminuda (=robusta)","Virgin River Chub","Wherever found","6","Endangered","Fishes"
"Cryptobranchus alleganiensis alleganiensis","Eastern Hellbender Missouri DPS","Missouri DPS","3","Endangered","Amphibians"
"Gila bicolor ssp. snyderi","Owens Tui Chub","Wherever found","8","Endangered","Fishes"
"Epioblasma obliquata obliquata","Purple Cat's paw (=Purple Cat's paw pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","3","Experimental Population, Non-Essential","Clams"
"Hybognathus amarus","Rio Grande Silvery Minnow","Wherever found, except where listed as an experimental population","2","Endangered","Fishes"
"Noturus trautmani","Scioto madtom","Wherever found","3","Endangered","Fishes"
"Megalagrion oceanicum","Oceanic Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Ptychobranchus greenii","Triangular Kidneyshell","Wherever found","4","Endangered","Clams"
"Thomomys mazama yelmensis","Yelm pocket gopher","Wherever found","1","Threatened","Mammals"
"Gymnogyps californianus","California condor","U.S.A. only, except where listed as an experimental population","8","Endangered","Birds"
"Pegias fabula","Littlewing pearlymussel","Wherever found","4","Endangered","Clams"
"Grus americana","Whooping crane","U.S.A. (AL, AR, CO, FL, GA, ID, IL, IN, IA, KY, LA, MI, MN, MS, MO, NC, NM, OH, SC, TN, UT, VA, WI, WV, western half of WY)","2","Experimental Population, Non-Essential","Birds"
"Drosophila musaphilia","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Catostomus santaanae","Santa Ana sucker","3 CA river basins","8","Threatened","Fishes"
"Boloria acrocnema","Uncompahgre fritillary butterfly","Wherever found","6","Endangered","Insects"
"Puffinus auricularis newelli","Newell's Townsend's shearwater","Wherever found","1","Threatened","Birds"
"Ameiva polops","St. Croix ground lizard","Wherever found","4","Endangered","Reptiles"
"Callophrys mossii bayensis","San Bruno elfin butterfly","Wherever found","8","Endangered","Insects"
"Quadrula sparsa","Appalachian monkeyface (pearlymussel)","Wherever found","5","Endangered","Clams"
"Quadrula intermedia","Cumberland monkeyface (pearlymussel)","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Samoana fragilis","Fragile tree snail","Wherever found","1","Endangered","Snails"
"Etheostoma chienense","Relict darter","Wherever found","4","Endangered","Fishes"
"Zosterops rotensis","Rota bridled White-eye","Wherever found","1","Endangered","Birds"
"Amblema neislerii","Fat threeridge (mussel)","Wherever found","4","Endangered","Clams"
"Etheostoma percnurum","Duskytail darter","Wherever found","4","Endangered","Fishes"
"Villosa trabalis","Cumberland bean (pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Rana sierrae","Sierra Nevada Yellow-legged Frog","Wherever found","8","Endangered","Amphibians"
"Noturus furiosus","Carolina madtom","Wherever found","4","Endangered","Fishes"
"Potamilus capax","Fat pocketbook","Wherever found","4","Endangered","Clams"
"Peromyscus polionotus allophrys","Choctawhatchee beach mouse","Wherever found","4","Endangered","Mammals"
"Neoseps reynoldsi","Sand skink","Wherever found","4","Threatened","Reptiles"
"Peromyscus polionotus niveiventris","Southeastern beach mouse","wherever found","4","Threatened","Mammals"
"Gallinula chloropus guami","Mariana common moorhen","Wherever found","1","Endangered","Birds"
"Lepidomeda mollispinis pratensis","Big Spring spinedace","Wherever found","8","Threatened","Fishes"
"Lepidomeda vittata","Little Colorado spinedace","Wherever found","2","Threatened","Fishes"
"Epioblasma turgidula","Turgid blossom (pearlymussel)","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Rallus longirostris levipes","Light-footed clapper rail","Wherever found","8","Endangered","Birds"
"Plethobasus cooperianus","Orangefoot pimpleback (pearlymussel)","Wherever found","4","Endangered","Clams"
"Desmocerus californicus dimorphus","Valley elderberry longhorn beetle","Wherever found","8","Threatened","Insects"
"Stygoparnus comalensis","Comal Springs dryopid beetle","Wherever found","2","Endangered","Insects"
"Rana draytonii","California red-legged frog","Wherever found","8","Threatened","Amphibians"
"Cottus paulus (=pygmaeus)","Pygmy Sculpin","Wherever found","4","Threatened","Fishes"
"Fusconaia rotulata","Round Ebonyshell","Wherever found","4","Endangered","Clams"
"Ovis canadensis sierrae","Sierra Nevada bighorn sheep","Sierra Nevada","8","Endangered","Mammals"
"Pyrgulopsis texana","Phantom Springsnail","Wherever found","2","Endangered","Snails"
"Loxops caeruleirostris","Akekee","Wherever found","1","Endangered","Birds"
"Notropis girardi","Arkansas River shiner","Arkansas River Basin (AR, KS, NM, OK, TX)","2","Threatened","Fishes"
"Gambusia georgei","San Marcos gambusia","Wherever found","2","Endangered","Fishes"
"Vulpes macrotis mutica","San Joaquin kit fox","wherever found","8","Endangered","Mammals"
"Cyprinella formosa","Beautiful shiner","Wherever found","2","Threatened","Fishes"
"Eumeces egregius lividus","Bluetail mole skink","Wherever found","4","Threatened","Reptiles"
"Cicurina vespera","Government Canyon Bat Cave Meshweaver","Wherever found","2","Endangered","Arachnids"
"Athearnia anthonyi","Anthony's riversnail","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Snails"
"Anaxyrus californicus","Arroyo (=arroyo southwestern) toad","Wherever found","8","Endangered","Amphibians"
"Eua zebrina","Snail [no common name]","Wherever found","1","Endangered","Snails"
"Icaricia icarioides fenderi","Fender's blue butterfly","Wherever found","1","Endangered","Insects"
"Plethodon nettingi","Cheat Mountain salamander","Wherever found","5","Threatened","Amphibians"
"Zapus hudsonius luteus","New Mexico meadow jumping mouse","Wherever found","2","Endangered","Mammals"
"Bufo houstonensis","Houston toad","Wherever found","2","Endangered","Amphibians"
"Poeciliopsis occidentalis","Gila topminnow (incl. Yaqui)","Wherever found","2","Endangered","Fishes"
"Cyprinodon elegans","Comanche Springs pupfish","Wherever found","2","Endangered","Fishes"
"Brachylagus idahoensis","Columbia Basin Pygmy Rabbit","Columbia Basin DPS","1","Endangered","Mammals"
"Lednia tumana","Meltwater lednian stonefly","Wherever found","6","Threatened","Insects"
"Numenius borealis","Eskimo curlew","Wherever found","7","Endangered","Birds"
"Halcyon cinnamomina cinnamomina","Guam Micronesian kingfisher","Wherever found","1","Endangered","Birds"
"Emoia slevini","Slevin's skink","Wherever found","1","Endangered","Reptiles"
"Gopherus agassizii","Desert tortoise","AZ south and east of Colorado R., and Mexico, when found outside of Mexico or said range in AZ","8","Similarity of Appearance (Threatened)","Reptiles"
"Elliptio lanceolata","Yellow lance","Wherever found","4","Threatened","Clams"
"Toxolasma cylindrellus","Pale lilliput (pearlymussel)","Wherever found","4","Endangered","Clams"
"Scaphirhynchus platorynchus","Shovelnose Sturgeon","Wherever found","6","Similarity of Appearance (Threatened)","Fishes"
"Polyborus plancus audubonii","Audubon's crested caracara","FL pop.","4","Threatened","Birds"
"Cambarus cracens","Slenderclaw crayfish","Wherever found","4","Endangered","Crustaceans"
"Mesodon clarki nantahala","noonday snail","Wherever found","4","Threatened","Snails"
"Eleutherodactylus jasperi","Golden coqui","Wherever found","4","Threatened","Amphibians"
"Gila bicolor ssp. mohavensis","Mohave tui chub","Wherever found","8","Endangered","Fishes"
"Etheostoma nuchale","Watercress darter","Wherever found","4","Endangered","Fishes"
"Noturus baileyi","Smoky madtom","Tellico River, TN","4","Experimental Population, Non-Essential","Fishes"
"Bufo hemiophrys baxteri","Wyoming Toad","Wherever found","6","Endangered","Amphibians"
"Lemiox rimosus","Birdwing pearlymussel","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert, and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Somateria fischeri","Spectacled eider","Wherever found","7","Threatened","Birds"
"Rana muscosa","Mountain yellow-legged frog","Southern California DPS","8","Endangered","Amphibians"
"Medionidus parvulus","Coosa moccasinshell","Wherever found","4","Endangered","Clams"
"Apodemia mormo langei","Lange's metalmark butterfly","Wherever found","8","Endangered","Insects"
"Pleurobema plenum","Rough pigtoe","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Rhynchopsitta pachyrhyncha","Thick-billed parrot","Wherever found","2","Endangered","Birds"
"Tulotoma magnifica","Tulotoma snail","Wherever found","4","Threatened","Snails"
"Arkansia wheeleri","Ouachita rock pocketbook","Wherever found","2","Endangered","Clams"
"Etheostoma percnurum","Duskytail darter","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.84(q)(1)(ii))","4","Experimental Population, Non-Essential","Fishes"
"Meda fulgida","Spikedace","Wherever found","2","Endangered","Fishes"
"Etheostoma susanae","Cumberland darter","Wherever found","4","Endangered","Fishes"
"Pleurobema marshalli","Flat pigtoe","Wherever found","4","Endangered","Clams"
"Quadrula stapes","Stirrupshell","Wherever found","4","Endangered","Clams"
"Branta (=Nesochen) sandvicensis","Hawaiian goose","Wherever found","1","Threatened","Birds"
"Leptotes cassius theonus","Cassius Blue Butterfly","Wherever found","4","Similarity of Appearance (Threatened)","Insects"
"Etheostoma rubrum","Bayou darter","Wherever found","4","Threatened","Fishes"
"Myadestes lanaiensis rutha","Molokai thrush","Wherever found","1","Endangered","Birds"
"Moapa coriacea","Moapa dace","Wherever found","8","Endangered","Fishes"
"Fusconaia cor","Shiny pigtoe","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Notropis topeka (=tristis)","Topeka shiner","U.S.A. (MO-specified portions of Little Creek, Big Muddy Creek, and Spring Creek watersheds in Adair, Gentry, Harrison, Putnam, Sullivan, and Worth Counties; see 17.84(d)(1)(i))","3","Experimental Population, Non-Essential","Fishes"
"Cottus specus","Grotto Sculpin","Wherever found","3","Endangered","Fishes"
"Pseudemys alabamensis","Alabama red-bellied turtle","Wherever found","4","Endangered","Reptiles"
"Speyeria callippe callippe","Callippe silverspot butterfly","Wherever found","8","Endangered","Insects"
"Lepidochelys kempii","Kemp's ridley sea turtle","Wherever found","2","Endangered","Reptiles"
"Epioblasma penita","Southern combshell","Wherever found","4","Endangered","Clams"
"Alasmidonta heterodon","Dwarf wedgemussel","Wherever found","5","Endangered","Clams"
"Pyrgulopsis chupaderae","Chupadera springsnail","Wherever found","2","Endangered","Snails"
"Hybognathus amarus","Rio Grande Silvery Minnow","Rio Grande, from Little Box Canyon to Amistad Dam","2","Experimental Population, Non-Essential","Fishes"
"Pleurobema collina","James spinymussel","Wherever found","5","Endangered","Clams"
"Elimia crenatella","Lacy elimia (snail)","Wherever found","4","Threatened","Snails"
"Speyeria zerene behrensii","Behren's silverspot butterfly","Wherever found","8","Endangered","Insects"
"Kinosternon sonoriense longifemorale","Sonoyta mud turtle","Wherever found","2","Endangered","Reptiles"
"Gammarus desperatus","Noel's Amphipod","Wherever found","2","Endangered","Crustaceans"
"Ambystoma californiense","California tiger Salamander","U.S.A. (CA - Sonoma County)","8","Endangered","Amphibians"
"Nicrophorus americanus","American burying beetle","Ex Pop, SW Missouri","3","Experimental Population, Non-Essential","Insects"
"Tartarocreagris texana","Tooth Cave pseudoscorpion","Wherever found","2","Endangered","Arachnids"
"Microhexura montivaga","Spruce-fir moss spider","Wherever found","4","Endangered","Arachnids"
"Puma (=Felis) concolor coryi","Florida panther","Wherever found","4","Endangered","Mammals"
"Eurycea naufragia","Georgetown Salamander","Wherever found","2","Threatened","Amphibians"
"Tamiasciurus hudsonicus grahamensis","Mount Graham red squirrel","Wherever found","2","Endangered","Mammals"
"Gila intermedia","Gila chub","Wherever found","2","Endangered","Fishes"
"Peltophryne lemur","Puerto Rican crested toad","Wherever found","4","Threatened","Amphibians"
"Acipenser transmontanus","White sturgeon","U.S.A. (ID, MT), Canada (B.C.), Kootenai R. system","1","Endangered","Fishes"
"Ambystoma californiense","California tiger Salamander","U.S.A. (Central CA DPS)","8","Threatened","Amphibians"
"Colinus virginianus ridgwayi","Masked bobwhite (quail)","Wherever found","2","Endangered","Birds"
"Pituophis ruthveni","Louisiana pinesnake","Wherever found","4","Threatened","Reptiles"
"Euphilotes enoptes smithi","Smith's blue butterfly","Wherever found","8","Endangered","Insects"
"Drosophila tarphytrichia","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Graptemys oculifera","Ringed map turtle","Wherever found","4","Threatened","Reptiles"
"Cynomys parvidens","Utah prairie dog","Wherever found","6","Threatened","Mammals"
"Cyprinodon macularius","Desert pupfish","Wherever found","2","Endangered","Fishes"
"Gammarus acherondytes","Illinois cave amphipod","Wherever found","3","Endangered","Crustaceans"
"Rangifer tarandus ssp. caribou","Southern Mountain Caribou DPS","Southern Mountain DPS","1","Endangered","Mammals"
"Euphydryas editha bayensis","Bay checkerspot butterfly","Wherever found","8","Threatened","Insects"
"Plagopterus argentissimus","Woundfin","Wherever found, except where listed as an experimental population","6","Endangered","Fishes"
"Assiminea pecos","Pecos assiminea snail","Wherever found","2","Endangered","Snails"
"Chelonia mydas","Green sea turtle","South Atlantic DPS","4","Threatened","Reptiles"
"Neotoma floridana smalli","Key Largo woodrat","Wherever found","4","Endangered","Mammals"
"Erimonax monachus","Spotfin Chub","U.S.A. (AL, TN-specified portions of Shoal Creek; see 17.84(m)(1)(ii))","4","Experimental Population, Non-Essential","Fishes"
"Gambusia heterochir","Clear Creek gambusia","Wherever found","2","Endangered","Fishes"
"Dionda diaboli","Devils River minnow","Wherever found","2","Threatened","Fishes"
"Pyrgulopsis ogmorhaphe","Royal marstonia (snail)","Wherever found","4","Endangered","Snails"
"Empetrichthys latos","Pahrump poolfish","Wherever found","8","Endangered","Fishes"
"Pleurobema gibberum","Cumberland pigtoe","Wherever found","4","Endangered","Clams"
"Crystallaria cincotta","diamond Darter","Wherever found","5","Endangered","Fishes"
"Epioblasma torulosa rangiana","Northern riffleshell","Wherever found","5","Endangered","Clams"
"Pekania pennanti","Fisher","SSN DPS","8","Endangered","Mammals"
"Icaricia (Plebejus) shasta charlestonensis","Mount Charleston blue butterfly","Wherever found","8","Endangered","Insects"
"Drosophila heteroneura","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Athearnia anthonyi","Anthony's riversnail","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Snails"
"Bison bison athabascae","Wood Bison","Wherever found","7","Threatened","Mammals"
"Hylaeus hilaris","Hilaris yellow-faced bee","Wherever found","1","Endangered","Insects"
"Urocitellus brunneus","Northern Idaho Ground Squirrel","Wherever found","1","Threatened","Mammals"
"Etheostoma osburni","Candy darter","Wherever found","5","Endangered","Fishes"
"Pleurobema hanleyianum","Georgia pigtoe","Wherever found","4","Endangered","Clams"
"Megalagrion nesiotes","Flying earwig Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Ostodes strigatus","Snail [no common name]","Wherever found","1","Endangered","Snails"
"Calidris canutus rufa","Red knot","Wherever found","5","Threatened","Birds"
"Accipiter striatus venator","Puerto Rican sharp-shinned hawk","Wherever found","4","Endangered","Birds"
"Lampsilis subangulata","Shinyrayed pocketbook","Wherever found","4","Endangered","Clams"
"Dipodomys ingens","Giant kangaroo rat","Wherever found","8","Endangered","Mammals"
"Hylaeus longiceps","Hawaiian yellow-faced bee","Wherever found","1","Endangered","Insects"
"Epioblasma capsaeformis","Oyster mussel","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Pleurobema clava","Clubshell","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Rana pretiosa","Oregon spotted frog","Wherever found","1","Threatened","Amphibians"
"Quadrula intermedia","Cumberland monkeyface (pearlymussel)","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Urocyon littoralis catalinae","Santa Catalina Island Fox","Wherever found","8","Threatened","Mammals"
"Pleurobema furvum","Dark pigtoe","Wherever found","4","Endangered","Clams"
