"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringAttributeComparatorEqual.Category record1Value","[2] StringAttributeComparatorEqual.Category record2Value","[2] StringAttributeComparatorEqual.Category record1PreprocessedValue","[2] StringAttributeComparatorEqual.Category record2PreprocessedValue","[2] StringAttributeComparatorEqual.Category similarity","[2] StringAttributeComparatorEqual.Category postproccesedSimilarity","[3] StringListAttributeComparatorLevenshtein.commonNames record1Value","[3] StringListAttributeComparatorLevenshtein.commonNames record2Value","[3] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.commonNames similarity","[3] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record1Value","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record2Value","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.commonNames similarity","[4] StringListAttributeAsWholeComparatorJaccard.commonNames postproccesedSimilarity","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record1Value","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record2Value","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record1PreprocessedValue","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record2PreprocessedValue","[5] StringListAttributeAsWholeComparatorJaccard.regionNames similarity","[5] StringListAttributeAsWholeComparatorJaccard.regionNames postproccesedSimilarity"
"WekaMatchingRule","BIO12335","ES408","0.0",,"cyanocitta cristata","cyanea grimesiana ssp. grimesiana","cyanocitta cristata","cyanea grimesiana ssp. grimesiana","0.0","0.0","cyanocitta cristata","cyanea grimesiana ssp. grimesiana","cyanocitta cristata","cyanea grimesiana ssp. grimesiana","0.36363636363636365","0.36363636363636365","Bird","Vascular Plant","Bird","Vascular Plant","0.0","0.0","[blue jay, northern blue jay]","[haha]","[blue jay, northern blue jay]","[haha]","0.125","0.125","blue jay northern blue jay","haha","blue jay northern blue jay","haha","0.0","0.0","northeast mountain prairie pacific southwest southwest pacific southeast midwest","pacific","northeast mountain prairie pacific southwest southwest pacific southeast midwest","pacific","0.14285714285714285","0.14285714285714285"
"WekaMatchingRule","BIO35163","ES1115","0.0",,"polystichum munitum","polygyriscus virginianus","polystichum munitum","polygyriscus virginianus","0.0","0.0","polystichum munitum","polygyriscus virginianus","polystichum munitum","polygyriscus virginianus","0.41666666666666663","0.41666666666666663","Vascular Plant","Slug/Snail","Vascular Plant","Slug/Snail","0.0","0.0","[western sword fern, common sword fern, western swordfern, sword fern, common sword fern, sword fern]","[virginia fringed mountain snail]","[western sword fern, common sword fern, western swordfern, sword fern, common sword fern, sword fern]","[virginia fringed mountain snail]","0.16129032258064513","0.16129032258064513","western sword fern common sword fern western swordfern sword fern common sword fern sword fern","virginia fringed mountain snail","western sword fern common sword fern western swordfern sword fern common sword fern sword fern","virginia fringed mountain snail","0.0","0.0","pacific southwest pacific mountain prairie","northeast","pacific southwest pacific mountain prairie","northeast","0.0","0.0"
"WekaMatchingRule","BIO34917","ES840","0.0",,"polygonatum cobrense","polygala smallii","polygonatum cobrense","polygala smallii","0.0","0.0","polygonatum cobrense","polygala smallii","polygonatum cobrense","polygala smallii","0.35","0.35","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[solomon seal]","[tiny polygala]","[solomon seal]","[tiny polygala]","0.15384615384615385","0.15384615384615385","solomon seal","tiny polygala","solomon seal","tiny polygala","0.0","0.0","southwest","southeast","southwest","southeast","0.0","0.0"
"WekaMatchingRule","BIO03641","ES539",,"0","artemisia tridentata ssp. vaseyana","silene alexandri","artemisia tridentata ssp. vaseyana","silene alexandri","0.0","0.0","artemisia tridentata ssp. vaseyana","silene alexandri","artemisia tridentata ssp. vaseyana","silene alexandri","0.20588235294117652","0.20588235294117652","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[mountain big sagebrush, mountain sagebrush, big sage, big sagebrush]","[no common name]","[mountain big sagebrush, mountain sagebrush, big sage, big sagebrush]","[no common name]","0.2222222222222222","0.2222222222222222","mountain big sagebrush mountain sagebrush big sage big sagebrush","no common name","mountain big sagebrush mountain sagebrush big sage big sagebrush","no common name","0.0","0.0","pacific southwest pacific mountain prairie","pacific","pacific southwest pacific mountain prairie","pacific","0.25","0.25"
"WekaMatchingRule","BIO08983","ES540","0.0",,"chaetodon sedentarius","chamaesyce deltoidea pinetorum","chaetodon sedentarius","chamaesyce deltoidea pinetorum","0.0","0.0","chaetodon sedentarius","chamaesyce deltoidea pinetorum","chaetodon sedentarius","chamaesyce deltoidea pinetorum","0.33333333333333337","0.33333333333333337","Fish","Vascular Plant","Fish","Vascular Plant","0.0","0.0","[reef butterflyfish]","[pineland sandmat]","[reef butterflyfish]","[pineland sandmat]","0.0","0.0","reef butterflyfish","pineland sandmat","reef butterflyfish","pineland sandmat","0.0","0.0","southeast","southeast","southeast","southeast","1.0","1.0"
"WekaMatchingRule","BIO02709","ES848",,"0","aphidius obscuripes","hexastylis naniflora","aphidius obscuripes","hexastylis naniflora","0.0","0.0","aphidius obscuripes","hexastylis naniflora","aphidius obscuripes","hexastylis naniflora","0.09999999999999998","0.09999999999999998","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[none]","[dwarf flowered heartleaf]","[none]","[dwarf flowered heartleaf]","0.08333333333333337","0.08333333333333337","none","dwarf flowered heartleaf","none","dwarf flowered heartleaf","0.0","0.0","pacific","southeast","pacific","southeast","0.0","0.0"
"WekaMatchingRule","BIO15999","ES451","0.37",,"eriastrum diffusum","eriastrum densifolium ssp. sanctorum","eriastrum diffusum","eriastrum densifolium ssp. sanctorum","0.2","0.2","eriastrum diffusum","eriastrum densifolium ssp. sanctorum","eriastrum diffusum","eriastrum densifolium ssp. sanctorum","0.4722222222222222","0.4722222222222222","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[miniature eriastrum, miniature woollystar, diffuse woolstar, miniature woolstar, diffuse eriastrum, spreading eriastrum, diffuse woolly star]","[santa ana river woolly star]","[miniature eriastrum, miniature woollystar, diffuse woolstar, miniature woolstar, diffuse eriastrum, spreading eriastrum, diffuse woolly star]","[santa ana river woolly star]","0.5555555555555556","0.5555555555555556","miniature eriastrum miniature woollystar diffuse woolstar miniature woolstar diffuse eriastrum spreading eriastrum diffuse woolly star","santa ana river woolly star","miniature eriastrum miniature woollystar diffuse woolstar miniature woolstar diffuse eriastrum spreading eriastrum diffuse woolly star","santa ana river woolly star","0.18181818181818182","0.18181818181818182","pacific southwest southwest mountain prairie","pacific southwest","pacific southwest southwest mountain prairie","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO26719","ES553","0.0",,"melampsora albertensis","melicope reflexa","melampsora albertensis","melicope reflexa","0.0","0.0","melampsora albertensis","melicope reflexa","melampsora albertensis","melicope reflexa","0.31818181818181823","0.31818181818181823","Fungi","Vascular Plant","Fungi","Vascular Plant","0.0","0.0","[none]","[alani]","[none]","[alani]","0.19999999999999996","0.19999999999999996","none","alani","none","alani","0.0","0.0","mountain prairie","pacific","mountain prairie","pacific","0.0","0.0"
"WekaMatchingRule","BIO08989","ES1023","0.0",,"chaetomium erraticum","charadrius melodus","chaetomium erraticum","charadrius melodus","0.0","0.0","chaetomium erraticum","charadrius melodus","chaetomium erraticum","charadrius melodus","0.35","0.35","Fungi","Bird","Fungi","Bird","0.0","0.0","[none]","[piping plover]","[none]","[piping plover]","0.23076923076923073","0.23076923076923073","none","piping plover","none","piping plover","0.0","0.0","pacific mountain prairie","northeast midwest","pacific mountain prairie","northeast midwest","0.0","0.0"
"WekaMatchingRule","BIO21613","ES1601","0.0",,"hypericum anagalloides","hypomesus transpacificus","hypericum anagalloides","hypomesus transpacificus","0.0","0.0","hypericum anagalloides","hypomesus transpacificus","hypericum anagalloides","hypomesus transpacificus","0.41666666666666663","0.41666666666666663","Vascular Plant","Fish","Vascular Plant","Fish","0.0","0.0","[tinker s penny, creeping st. johnswort, tinlcer s penny, trailing st. johnswort, bog st. john s wort, tinker s penny, bog st. john s wort]","[delta smelt]","[tinker s penny, creeping st. johnswort, tinlcer s penny, trailing st. johnswort, bog st. john s wort, tinker s penny, bog st. john s wort]","[delta smelt]","0.2666666666666667","0.2666666666666667","tinker s penny creeping st. johnswort tinlcer s penny trailing st. johnswort bog st. john s wort tinker s penny bog st. john s wort","delta smelt","tinker s penny creeping st. johnswort tinlcer s penny trailing st. johnswort bog st. john s wort tinker s penny bog st. john s wort","delta smelt","0.0","0.0","pacific southwest southwest pacific","pacific southwest","pacific southwest southwest pacific","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO41637","ES74","0.0",,"stemphylium sarciniforme","stenogyne kanehoana","stemphylium sarciniforme","stenogyne kanehoana","0.0","0.0","stemphylium sarciniforme","stenogyne kanehoana","stemphylium sarciniforme","stenogyne kanehoana","0.33333333333333337","0.33333333333333337","Fungi","Vascular Plant","Fungi","Vascular Plant","0.0","0.0","[none]","[no common name]","[none]","[no common name]","0.2857142857142857","0.2857142857142857","none","no common name","none","no common name","0.0","0.0","pacific southwest","pacific","pacific southwest","pacific","0.5","0.5"
"WekaMatchingRule","BIO42067","ES1050","0.0",,"strobilurus albipilatus","strymon acis bartrami","strobilurus albipilatus","strymon acis bartrami","0.0","0.0","strobilurus albipilatus","strymon acis bartrami","strobilurus albipilatus","strymon acis bartrami","0.26086956521739135","0.26086956521739135","Fungi","Insect","Fungi","Insect","0.0","0.0","[none]","[bartram s hairstreak butterfly]","[none]","[bartram s hairstreak butterfly]","0.033333333333333326","0.033333333333333326","none","bartram s hairstreak butterfly","none","bartram s hairstreak butterfly","0.0","0.0","pacific southwest","southeast","pacific southwest","southeast","0.0","0.0"
"WekaMatchingRule","BIO12312","ES517","0.28",,"cyanea","cyanea lobata","cyanea","cyanea lobata","0.5","0.5","cyanea","cyanea lobata","cyanea","cyanea lobata","0.46153846153846156","0.46153846153846156","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[none]","[haha]","[none]","[haha]","0.0","0.0","none","haha","none","haha","0.0","0.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO16226","ES1211","0.0",,"erigeron speciosus var. speciosus","erimystax cahni","erigeron speciosus var. speciosus","erimystax cahni","0.0","0.0","erigeron speciosus var. speciosus","erimystax cahni","erigeron speciosus var. speciosus","erimystax cahni","0.21212121212121215","0.21212121212121215","Vascular Plant","Fish","Vascular Plant","Fish","0.0","0.0","[showy fleabane, aspen daisy, aspen fleabane]","[slender chub]","[showy fleabane, aspen daisy, aspen fleabane]","[slender chub]","0.2142857142857143","0.2142857142857143","showy fleabane aspen daisy aspen fleabane","slender chub","showy fleabane aspen daisy aspen fleabane","slender chub","0.0","0.0","southwest pacific mountain prairie","southeast","southwest pacific mountain prairie","southeast","0.0","0.0"
"WekaMatchingRule","BIO35444","ES327","0.09",,"potentilla concinna var. proxima","potentilla hickmanii","potentilla concinna var. proxima","potentilla hickmanii","0.2","0.2","potentilla concinna var. proxima","potentilla hickmanii","potentilla concinna var. proxima","potentilla hickmanii","0.4375","0.4375","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[near cinquefoil]","[hickman s potentilla]","[near cinquefoil]","[hickman s potentilla]","0.25","0.25","near cinquefoil","hickman s potentilla","near cinquefoil","hickman s potentilla","0.0","0.0","mountain prairie","pacific southwest","mountain prairie","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO05813","ES1233","0.99","1","brachyramphus marmoratus marmoratus","brachyramphus marmoratus","brachyramphus marmoratus marmoratus","brachyramphus marmoratus","1.0","1.0","brachyramphus marmoratus marmoratus","brachyramphus marmoratus","brachyramphus marmoratus marmoratus","brachyramphus marmoratus","0.6857142857142857","0.6857142857142857","Bird","Bird","Bird","Bird","1.0","1.0","[marbled murrelet]","[marbled murrelet]","[marbled murrelet]","[marbled murrelet]","1.0","1.0","marbled murrelet","marbled murrelet","marbled murrelet","marbled murrelet","1.0","1.0","pacific southwest","pacific","pacific southwest","pacific","0.5","0.5"
"WekaMatchingRule","BIO35651","ES46","0.91","1","pritchardia beccariana","pritchardia bakeri","pritchardia beccariana","pritchardia bakeri","0.3333333333333333","0.3333333333333333","pritchardia beccariana","pritchardia bakeri","pritchardia beccariana","pritchardia bakeri","0.6818181818181819","0.6818181818181819","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[loulu]","[loulu]","[loulu]","[loulu]","1.0","1.0","loulu","loulu","loulu","loulu","1.0","1.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO15070","ES394","0.0",,"elatine triandra","elaphoglossum serpens","elatine triandra","elaphoglossum serpens","0.0","0.0","elatine triandra","elaphoglossum serpens","elatine triandra","elaphoglossum serpens","0.19047619047619047","0.19047619047619047","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[threestamen waterwort, longstem waterwort, three stamen waterwort, red stem waterwort, water purslane]","[no common name]","[threestamen waterwort, longstem waterwort, three stamen waterwort, red stem waterwort, water purslane]","[no common name]","0.2727272727272727","0.2727272727272727","threestamen waterwort longstem waterwort three stamen waterwort red stem waterwort water purslane","no common name","threestamen waterwort longstem waterwort three stamen waterwort red stem waterwort water purslane","no common name","0.0","0.0","pacific midwest mountain prairie","southeast","pacific midwest mountain prairie","southeast","0.0","0.0"
"WekaMatchingRule","BIO38456","ES946","0.0",,"salix caprea","salmo salar","salix caprea","salmo salar","0.0","0.0","salix caprea","salmo salar","salix caprea","salmo salar","0.41666666666666663","0.41666666666666663","Vascular Plant","Fish","Vascular Plant","Fish","0.0","0.0","[goat willow]","[atlantic salmon]","[goat willow]","[atlantic salmon]","0.33333333333333337","0.33333333333333337","goat willow","atlantic salmon","goat willow","atlantic salmon","0.0","0.0","southeast","northeast","southeast","northeast","0.0","0.0"
"WekaMatchingRule","BIO20800","ES503",,"0","hirundo pyrrhonota","callicarpa ampla","hirundo pyrrhonota","callicarpa ampla","0.0","0.0","hirundo pyrrhonota","callicarpa ampla","hirundo pyrrhonota","callicarpa ampla","0.11111111111111116","0.11111111111111116","Bird","Vascular Plant","Bird","Vascular Plant","0.0","0.0","[cliff swallow]","[capa rosa]","[cliff swallow]","[capa rosa]","0.15384615384615385","0.15384615384615385","cliff swallow","capa rosa","cliff swallow","capa rosa","0.0","0.0","mountain prairie pacific southwest alaska southeast midwest","southeast","mountain prairie pacific southwest alaska southeast midwest","southeast","0.14285714285714285","0.14285714285714285"
"WekaMatchingRule","BIO00127","ES151","0.0",,"acalypha chamaedryfolia","acaena exigua","acalypha chamaedryfolia","acaena exigua","0.0","0.0","acalypha chamaedryfolia","acaena exigua","acalypha chamaedryfolia","acaena exigua","0.30434782608695654","0.30434782608695654","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[bastard copperleaf]","[liliwai]","[bastard copperleaf]","[liliwai]","0.05555555555555558","0.05555555555555558","bastard copperleaf","liliwai","bastard copperleaf","liliwai","0.0","0.0","southeast","pacific","southeast","pacific","0.0","0.0"
"WekaMatchingRule","BIO32528","ES1147","0.0",,"pertusaria globularis","peromyscus polionotus phasma","pertusaria globularis","peromyscus polionotus phasma","0.0","0.0","pertusaria globularis","peromyscus polionotus phasma","pertusaria globularis","peromyscus polionotus phasma","0.2857142857142857","0.2857142857142857","Fungi","Mammal","Fungi","Mammal","0.0","0.0","[none]","[anastasia island beach mouse]","[none]","[anastasia island beach mouse]","0.1071428571428571","0.1071428571428571","none","anastasia island beach mouse","none","anastasia island beach mouse","0.0","0.0","northeast","southeast","northeast","southeast","0.0","0.0"
"WekaMatchingRule","BIO32056","ES549","0.0",,"penstemon barbatus var. torreyi","pentachaeta lyonii","penstemon barbatus var. torreyi","pentachaeta lyonii","0.0","0.0","penstemon barbatus var. torreyi","pentachaeta lyonii","penstemon barbatus var. torreyi","pentachaeta lyonii","0.29032258064516125","0.29032258064516125","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[beardlip penstemon]","[lyon s pentachaeta]","[beardlip penstemon]","[lyon s pentachaeta]","0.11111111111111116","0.11111111111111116","beardlip penstemon","lyon s pentachaeta","beardlip penstemon","lyon s pentachaeta","0.0","0.0","mountain prairie","pacific southwest","mountain prairie","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO33396","ES89","0.0",,"phyllorhynchus","phyllostegia parviflora","phyllorhynchus","phyllostegia parviflora","0.0","0.0","phyllorhynchus","phyllostegia parviflora","phyllorhynchus","phyllostegia parviflora","0.30434782608695654","0.30434782608695654","Reptile","Vascular Plant","Reptile","Vascular Plant","0.0","0.0","[saddled leaf nosed snake]","[no common name]","[saddled leaf nosed snake]","[no common name]","0.25","0.25","saddled leaf nosed snake","no common name","saddled leaf nosed snake","no common name","0.0","0.0","southwest","pacific","southwest","pacific","0.0","0.0"
"WekaMatchingRule","BIO20798","ES1441",,"0","hirundininae","arkansia wheeleri","hirundininae","arkansia wheeleri","0.0","0.0","hirundininae","arkansia wheeleri","hirundininae","arkansia wheeleri","0.17647058823529416","0.17647058823529416","Bird","Invertebrate","Bird","Invertebrate","0.0","0.0","[none]","[ouachita rock pocketbook]","[none]","[ouachita rock pocketbook]","0.08333333333333337","0.08333333333333337","none","ouachita rock pocketbook","none","ouachita rock pocketbook","0.0","0.0","alaska","southwest","alaska","southwest","0.0","0.0"
"WekaMatchingRule","BIO24626","ES191","0.78","1","lilium occidentalis","lilium occidentale","lilium occidentalis","lilium occidentale","0.3333333333333333","0.3333333333333333","lilium occidentalis","lilium occidentale","lilium occidentalis","lilium occidentale","0.8947368421052632","0.8947368421052632","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[none]","[western lily]","[none]","[western lily]","0.08333333333333337","0.08333333333333337","none","western lily","none","western lily","0.0","0.0","pacific southwest","pacific southwest","pacific southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO05022","ES1290","0.0",,"bathyraja aleutica","batrisodes texanus","bathyraja aleutica","batrisodes texanus","0.0","0.0","bathyraja aleutica","batrisodes texanus","bathyraja aleutica","batrisodes texanus","0.2222222222222222","0.2222222222222222","Fish","Insect","Fish","Insect","0.0","0.0","[aleutian skate]","[coffin cave mold beetle]","[aleutian skate]","[coffin cave mold beetle]","0.21739130434782605","0.21739130434782605","aleutian skate","coffin cave mold beetle","aleutian skate","coffin cave mold beetle","0.0","0.0","alaska","southwest","alaska","southwest","0.0","0.0"
"WekaMatchingRule","BIO19519","ES1364","1.0","1","gymnogyps californianus","gymnogyps californianus","gymnogyps californianus","gymnogyps californianus","1.0","1.0","gymnogyps californianus","gymnogyps californianus","gymnogyps californianus","gymnogyps californianus","1.0","1.0","Bird","Bird","Bird","Bird","1.0","1.0","[california condor]","[california condor]","[california condor]","[california condor]","1.0","1.0","california condor","california condor","california condor","california condor","1.0","1.0","pacific southwest southwest mountain prairie","pacific southwest","pacific southwest southwest mountain prairie","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO28904","ES1119","0.0",,"neotamias dorsalis","neoleptoneta myopica","neotamias dorsalis","neoleptoneta myopica","0.0","0.0","neotamias dorsalis","neoleptoneta myopica","neotamias dorsalis","neoleptoneta myopica","0.19999999999999996","0.19999999999999996","Mammal","Spider/Scorpion","Mammal","Spider/Scorpion","0.0","0.0","[cliff chipmunk]","[tooth cave spider]","[cliff chipmunk]","[tooth cave spider]","0.17647058823529416","0.17647058823529416","cliff chipmunk","tooth cave spider","cliff chipmunk","tooth cave spider","0.0","0.0","mountain prairie","southwest","mountain prairie","southwest","0.0","0.0"
"WekaMatchingRule","BIO41872","ES1191","0.0",,"stewartia ovata","sterna dougallii dougallii","stewartia ovata","sterna dougallii dougallii","0.0","0.0","stewartia ovata","sterna dougallii dougallii","stewartia ovata","sterna dougallii dougallii","0.3076923076923077","0.3076923076923077","Vascular Plant","Bird","Vascular Plant","Bird","0.0","0.0","[mountain stewartia, mountain camellia]","[roseate tern]","[mountain stewartia, mountain camellia]","[roseate tern]","0.33333333333333337","0.33333333333333337","mountain stewartia mountain camellia","roseate tern","mountain stewartia mountain camellia","roseate tern","0.0","0.0","southeast","northeast southeast","southeast","northeast southeast","0.5","0.5"
"WekaMatchingRule","BIO35372","ES1395",,"0","potamocypris amargosa","rana draytonii","potamocypris amargosa","rana draytonii","0.0","0.0","potamocypris amargosa","rana draytonii","potamocypris amargosa","rana draytonii","0.1428571428571429","0.1428571428571429","Crab/Lobster/Shrimp","Amphibian","Crab/Lobster/Shrimp","Amphibian","0.0","0.0","[none]","[california red legged frog]","[none]","[california red legged frog]","0.11538461538461542","0.11538461538461542","none","california red legged frog","none","california red legged frog","0.0","0.0","pacific southwest","pacific southwest","pacific southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO07244","ES469","0.0",,"canthon simplex","canavalia napaliensis","canthon simplex","canavalia napaliensis","0.0","0.0","canthon simplex","canavalia napaliensis","canthon simplex","canavalia napaliensis","0.2857142857142857","0.2857142857142857","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[none]","[ awikiwiki]","[none]","[ awikiwiki]","0.0","0.0","none"," awikiwiki","none"," awikiwiki","0.0","0.0","pacific mountain prairie","pacific","pacific mountain prairie","pacific","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","BIO09891","ES1138","0.46",,"cicindela oregona guttifera","cicindela nevadica lincolniana","cicindela oregona guttifera","cicindela nevadica lincolniana","0.2","0.2","cicindela oregona guttifera","cicindela nevadica lincolniana","cicindela oregona guttifera","cicindela nevadica lincolniana","0.43333333333333335","0.43333333333333335","Insect","Insect","Insect","Insect","1.0","1.0","[dappled tiger beetle]","[salt creek tiger beetle]","[dappled tiger beetle]","[salt creek tiger beetle]","0.6521739130434783","0.6521739130434783","dappled tiger beetle","salt creek tiger beetle","dappled tiger beetle","salt creek tiger beetle","0.4","0.4","mountain prairie","mountain prairie","mountain prairie","mountain prairie","1.0","1.0"
"WekaMatchingRule","BIO20539","ES738",,"0","heteropogon melanocarpus","acmispon dendroideus var. traskiae","heteropogon melanocarpus","acmispon dendroideus var. traskiae","0.0","0.0","heteropogon melanocarpus","acmispon dendroideus var. traskiae","heteropogon melanocarpus","acmispon dendroideus var. traskiae","0.17647058823529416","0.17647058823529416","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[sweet tanglehead]","[san clemente island lotus ( broom)]","[sweet tanglehead]","[san clemente island lotus ( broom)]","0.23529411764705888","0.23529411764705888","sweet tanglehead","san clemente island lotus ( broom)","sweet tanglehead","san clemente island lotus ( broom)","0.0","0.0","southwest","pacific southwest","southwest","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO05256","ES29","0.28",,"bidens aurea","bidens conjuncta","bidens aurea","bidens conjuncta","0.3333333333333333","0.3333333333333333","bidens aurea","bidens conjuncta","bidens aurea","bidens conjuncta","0.5625","0.5625","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[arizona beggarticks]","[ko oko olau]","[arizona beggarticks]","[ko oko olau]","0.1578947368421053","0.1578947368421053","arizona beggarticks","ko oko olau","arizona beggarticks","ko oko olau","0.0","0.0","southwest","pacific","southwest","pacific","0.0","0.0"
"WekaMatchingRule","BIO39303","ES154","0.0",,"schoenoplectus californicus","schoepfia arenaria","schoenoplectus californicus","schoepfia arenaria","0.0","0.0","schoenoplectus californicus","schoepfia arenaria","schoenoplectus californicus","schoepfia arenaria","0.37037037037037035","0.37037037037037035","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[california bulrush]","[no common name]","[california bulrush]","[no common name]","0.11111111111111116","0.11111111111111116","california bulrush","no common name","california bulrush","no common name","0.0","0.0","pacific southwest southwest","southeast","pacific southwest southwest","southeast","0.0","0.0"
"WekaMatchingRule","BIO04046","ES269","0.0",,"aster paniculatus","astragalus holmgreniorum","aster paniculatus","astragalus holmgreniorum","0.0","0.0","aster paniculatus","astragalus holmgreniorum","aster paniculatus","astragalus holmgreniorum","0.25","0.25","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[none]","[holmgren milk vetch]","[none]","[holmgren milk vetch]","0.1578947368421053","0.1578947368421053","none","holmgren milk vetch","none","holmgren milk vetch","0.0","0.0","northeast","mountain prairie","northeast","mountain prairie","0.0","0.0"
"WekaMatchingRule","BIO04360","ES51","0.78",,"astragalus praelongus","astragalus jaegerianus","astragalus praelongus","astragalus jaegerianus","0.3333333333333333","0.3333333333333333","astragalus praelongus","astragalus jaegerianus","astragalus praelongus","astragalus jaegerianus","0.6363636363636364","0.6363636363636364","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[stinking milkvetch]","[lane mountain milk vetch]","[stinking milkvetch]","[lane mountain milk vetch]","0.5","0.5","stinking milkvetch","lane mountain milk vetch","stinking milkvetch","lane mountain milk vetch","0.0","0.0","southwest mountain prairie","pacific southwest","southwest mountain prairie","pacific southwest","0.25","0.25"
"WekaMatchingRule","BIO11779","ES786","0.0",,"crepis occidentalis var. costata","crescentia portoricensis","crepis occidentalis var. costata","crescentia portoricensis","0.0","0.0","crepis occidentalis var. costata","crescentia portoricensis","crepis occidentalis var. costata","crescentia portoricensis","0.3125","0.3125","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[basin hawksbeard]","[higuero de sierra]","[basin hawksbeard]","[higuero de sierra]","0.17647058823529416","0.17647058823529416","basin hawksbeard","higuero de sierra","basin hawksbeard","higuero de sierra","0.0","0.0","mountain prairie","southeast","mountain prairie","southeast","0.0","0.0"
"WekaMatchingRule","BIO05008","ES1041","0.0",,"bathygobius curacao","batrisodes venyivi","bathygobius curacao","batrisodes venyivi","0.0","0.0","bathygobius curacao","batrisodes venyivi","bathygobius curacao","batrisodes venyivi","0.3157894736842105","0.3157894736842105","Fish","Insect","Fish","Insect","0.0","0.0","[notchtongue goby]","[helotes mold beetle]","[notchtongue goby]","[helotes mold beetle]","0.1578947368421053","0.1578947368421053","notchtongue goby","helotes mold beetle","notchtongue goby","helotes mold beetle","0.0","0.0","southeast","southwest","southeast","southwest","0.0","0.0"
