"RecordIDS","AverageConsistency","scientificName-Consistency","scientificName-Values","category-Consistency","category-Values","listingStatuses-Consistency","listingStatuses-Values","commonNames-Consistency","commonNames-Values","regionnames-Consistency","regionnames-Values","regions-Consistency","regions-Values"
"BIO08965+http://www.wikidata.org/entity/q756961","0.6666666666666666","1.0","{chaetodipterus faber|chaetodipterus faber}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[atlantic spadefish, spadefish]|[atlantic spadefish]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO14674+http://www.wikidata.org/entity/q523210","0.8333333333333334","1.0","{dryopteris carthusiana|dryopteris carthusiana}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[none]}","0.0","{[spinulose wood fern, spinulose woodfern, toothed wood fern]|[narrow buckler fern, spinulose woodfern, dryopteris carthusiana]}","1.0","{[northeast, midwest, southeast, mountain prairie]}","1.0","{[5, 3, 4, 6]}"
"BIO42852+http://www.wikidata.org/entity/q289390","0.8333333333333334","1.0","{tegeticula yuccasella|tegeticula yuccasella}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[yucca moth]|[tegeticula yuccasella complex, tegeticula yuccasella]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO31042+http://www.wikidata.org/entity/q1532570","0.8333333333333334","1.0","{pallasina barbata|pallasina barbata}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[tubenose poacher, tubesnout poacher]|[pallasina barbata]}","1.0","{[pacific southwest, pacific, alaska]}","1.0","{[8, 1, 7]}"
"BIO11435+http://www.wikidata.org/entity/q669036","0.6666666666666666","1.0","{cortinarius caperatus|cortinarius caperatus}","1.0","{Fungi|Fungi}","0.0","{[none]|[least concern]}","0.0","{[none]|[cortinarius caperatus]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO32477+http://www.wikidata.org/entity/q1762540","0.6666666666666666","1.0","{peromyscus keeni|peromyscus keeni}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","0.0","{[keen s mouse, northwestern deermouse]|[keens mouse, northwestern deermouse, keen’s mouse, northwestern deer mouse]}","1.0","{[pacific, alaska]}","1.0","{[1, 7]}"
"BIO30092+BIO30095+ES1122","0.7222222222222222","0.6666666666666666","{oncorhynchus clarkii|oncorhynchus clarkii henshawi|oncorhynchus clarkii henshawi}","1.0","{Fish|Fish|Fish}","0.6666666666666666","{[none]|[threatened]|[threatened]}","0.6666666666666666","{[rio grande cutthroat trout, cutthroat trout]|[lahontan cutthroat trout]|[lahontan cutthroat trout]}","0.6666666666666666","{[pacific southwest, alaska, pacific, mountain prairie]|[pacific southwest]|[pacific southwest]}","0.6666666666666666","{[8, 7, 1, 6]|[8]|[8]}"
"BIO21269+http://www.wikidata.org/entity/q2143528","0.8333333333333334","1.0","{hydropsyche depravata|hydropsyche depravata}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[hydropsyche depravata]}","1.0","{[southeast, midwest]}","1.0","{[4, 3]}"
"BIO31889+ES1500","0.5","1.0","{pekania pennanti|pekania pennanti}","1.0","{Mammal|Mammal}","0.0","{[none]|[endangered]}","1.0","{[fisher]|[fisher]}","0.0","{[pacific southwest, pacific]|[pacific southwest]}","0.0","{[8, 1]|[8]}"
"BIO27815+http://www.wikidata.org/entity/q695199","1.0","1.0","{monachus schauinslandi|monachus schauinslandi}","1.0","{Mammal|Mammal}","1.0","{[endangered]}","1.0","{[hawaiian monk seal]|[hawaiian monk seal]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO40443+BIO40444+ES1030+http://www.wikidata.org/entity/q1371648","0.5555555555555555","1.0","{sistrurus catenatus|sistrurus catenatus catenatus|sistrurus catenatus|sistrurus catenatus}","1.0","{Reptile|Reptile|Reptile|Reptile}","0.0","{[proposed threatened]|[none]|[threatened]|[least concern]}","0.0","{[desert massasauga]|[eastern massasauga]|[eastern massasauga ( rattlesnake)]|[black massasauga, massasauga, sistrurus catenatus]}","0.6666666666666666","{[southwest]|[midwest]|[midwest]}","0.6666666666666666","{[2]|[3]|[3]}"
"BIO40778+http://www.wikidata.org/entity/q26696","0.6666666666666666","1.0","{somateria mollissima|somateria mollissima}","1.0","{Bird|Bird}","0.0","{[none]|[near threatened]}","0.0","{[eider duck, common eider, american eider, northern eider]|[common eider, eider]}","1.0","{[northeast, southeast, alaska]}","1.0","{[5, 4, 7]}"
"BIO38247+http://www.wikidata.org/entity/q1796464","0.8333333333333334","1.0","{russula albonigra|russula albonigra}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[russula albonigra]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO11120+http://www.wikidata.org/entity/q656880","0.8333333333333334","1.0","{cononotus sericans|cononotus sericans}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[cononotus sericans]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO12114+http://www.wikidata.org/entity/q855952","0.8333333333333334","1.0","{cryptoporus volvatus|cryptoporus volvatus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[veiled polypore]|[cryptoporus volvatus]}","1.0","{[pacific southwest, northeast, pacific, mountain prairie]}","1.0","{[8, 5, 1, 6]}"
"BIO26709+http://www.wikidata.org/entity/q2122229","0.8333333333333334","1.0","{meioneta angulata|meioneta angulata}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[meioneta angulata]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO41970+http://www.wikidata.org/entity/q598609","1.0","1.0","{stomoxys calcitrans|stomoxys calcitrans}","1.0","{Insect|Insect}","1.0","{[none]}","1.0","{[stable fly]|[stable fly]}","1.0","{[pacific, southeast, mountain prairie]}","1.0","{[1, 4, 6]}"
"BIO14205+http://www.wikidata.org/entity/q289663","0.8333333333333334","1.0","{dolomedes tenebrosus|dolomedes tenebrosus}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[fisher spider]|[dolomedes tenebrosus]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO41658+http://www.wikidata.org/entity/q2180687","0.8333333333333334","1.0","{stenelmis decorata|stenelmis decorata}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[stenelmis decorata]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO13176+ES1198","0.8333333333333334","1.0","{dendroica chrysoparia|dendroica chrysoparia}","1.0","{Bird|Bird}","1.0","{[endangered]|[endangered]}","0.0","{[golden cheeked warbler]|[golden cheeked warbler ( wood)]}","1.0","{[southwest]|[southwest]}","1.0","{[2]|[2]}"
"BIO06614+http://www.wikidata.org/entity/q1060187","0.8333333333333334","1.0","{calliphora vicina|calliphora vicina}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[common blow flie, blue blowfly, calliphora vicina]}","1.0","{[pacific, mountain prairie]}","1.0","{[1, 6]}"
"BIO18964+BIO18965+ES1620+http://www.wikidata.org/entity/q1094722","0.5555555555555555","0.5","{glaucomys sabrinus|glaucomys sabrinus coloratus|glaucomys sabrinus coloratus|glaucomys sabrinus}","1.0","{Mammal|Mammal|Mammal|Mammal}","0.5","{[none]|[endangered]|[endangered]|[least concern]}","0.0","{[flying squirrel, mearns flying squirrel, northern flying squirrel]|[carolina northern flying squirrel, northern flying squirrel]|[carolina northern flying squirrel]|[northern flying squirrel, carolina flying squirrel, glaucomys sabrinus]}","0.6666666666666666","{[northeast, mountain prairie, pacific southwest, pacific, alaska]|[southeast]|[southeast]}","0.6666666666666666","{[5, 6, 8, 1, 7]|[4]|[4]}"
"BIO32954+http://www.wikidata.org/entity/q1027046","0.8333333333333334","1.0","{phellinus pomaceus|phellinus pomaceus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[phellinus tuberculosus]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO19903+http://www.wikidata.org/entity/q499627","0.8333333333333334","1.0","{harmonia axyridis|harmonia axyridis}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[multicolored asian lady beetle]|[harmonia axyridis]}","1.0","{[northeast, southeast]}","1.0","{[5, 4]}"
"BIO11634+http://www.wikidata.org/entity/q1260592","0.8333333333333334","1.0","{coturnicops noveboracensis|coturnicops noveboracensis}","1.0","{Bird|Bird}","0.0","{[species of concern]|[least concern]}","1.0","{[yellow rail]|[yellow rail]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 4, 3]}"
"BIO29000+http://www.wikidata.org/entity/q2178229","0.8333333333333334","1.0","{nereis waikikiensis|nereis waikikiensis}","1.0","{Invertebrate|Invertebrate}","1.0","{[none]}","0.0","{[none]|[nereis (herfriedia) waikikiensis]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO20071+ES402","1.0","1.0","{helenium virginicum|helenium virginicum}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[threatened]|[threatened]}","1.0","{[virginia sneezeweed]|[virginia sneezeweed]}","1.0","{[northeast]|[northeast]}","1.0","{[5]|[5]}"
"BIO16811+http://www.wikidata.org/entity/q2044379","0.8333333333333334","1.0","{etheostoma chlorobranchium|etheostoma chlorobranchium}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","1.0","{[greenfin darter]|[greenfin darter]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO19387+BIO19388+ES318","0.7222222222222222","0.0","{grindelia fraxino pratensis|grindelia fraxinopratensis|grindelia fraxinipratensis}","1.0","{Vascular Plant|Vascular Plant|Vascular Plant}","0.6666666666666666","{[none]|[none]|[threatened]}","0.6666666666666666","{[ash meadows gumplant]|[ash meadows gumweed, ash meadows gumplant]|[ash meadows gumplant]}","1.0","{[pacific southwest]|[pacific southwest]|[pacific southwest]}","1.0","{[8]|[8]|[8]}"
"BIO30449+http://www.wikidata.org/entity/q594810","0.8333333333333334","1.0","{oreortyx pictus|oreortyx pictus}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[mountain quail]|[mountain quail]}","1.0","{[pacific southwest, pacific]}","1.0","{[8, 1]}"
"BIO04757+http://www.wikidata.org/entity/q601055","0.6666666666666666","1.0","{aythya collaris|aythya collaris}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[ringneck, ring necked duck]|[ring necked duck]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO45386+http://www.wikidata.org/entity/q596518","0.8333333333333334","1.0","{vireo flavifrons|vireo flavifrons}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[yellow throated vireo]|[yellow throated vireo]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 4, 3]}"
"BIO28986+http://www.wikidata.org/entity/q2100820","0.8333333333333334","1.0","{nephrotoma virescens|nephrotoma virescens}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[nephrotoma virescens]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO26278+ES403","0.8333333333333334","1.0","{malacothrix indecora|malacothrix indecora}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","0.0","{[santa cruz island malocothrix, santa cruz island desertdandelion]|[santa cruz island malacothrix]}","1.0","{[pacific southwest]|[pacific southwest]}","1.0","{[8]|[8]}"
"BIO40968+http://www.wikidata.org/entity/q1763589","0.8333333333333334","1.0","{spermophilus elegans|spermophilus elegans}","1.0","{Mammal|Mammal}","1.0","{[none]}","0.0","{[wyoming ground squirrel]|[spermophilus elegans]}","1.0","{[pacific southwest, mountain prairie]}","1.0","{[8, 6]}"
"BIO42782+http://www.wikidata.org/entity/q469064","0.6666666666666666","1.0","{tarebia granifera|tarebia granifera}","1.0","{Slug/Snail|Slug/Snail}","0.0","{[none]|[least concern]}","0.0","{[quilted melania]|[tarebia granifera]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO09556+http://www.wikidata.org/entity/q943329","0.6666666666666666","1.0","{chordeiles minor|chordeiles minor}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[common nighthawk, eastern nighthawk]|[common nighthawk]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO04139+ES785","0.8333333333333334","1.0","{astragalus ampullarioides|astragalus ampullarioides}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","0.0","{[shivwits milkvetch]|[shivwits milk vetch]}","1.0","{[mountain prairie]|[mountain prairie]}","1.0","{[6]|[6]}"
"BIO06508+http://www.wikidata.org/entity/q969159","0.6666666666666666","1.0","{calamus penna|calamus penna}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[sheepshead porgy]|[speckled porgy, porgy, littlemouth porgy, sheepshead porgy]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO04494+BIO04497+http://www.wikidata.org/entity/q1345500","0.4444444444444444","0.6666666666666666","{athyrium felix femina|athyrium filix femina|athyrium filix femina}","1.0","{Vascular Plant|Vascular Plant|Vascular Plant}","1.0","{[none]|[none]}","0.0","{[none]|[lady fern, lady fern, subarctic ladyfern, common ladyfern, ladyfern, northern lady fern]|[common ladyfern, lady fern, athyrium filix femina]}","0.0","{[pacific southwest]|[northeast, mountain prairie, pacific southwest, pacific, alaska, southeast, midwest]}","0.0","{[8]|[5, 6, 8, 1, 7, 4, 3]}"
"BIO12261+http://www.wikidata.org/entity/q2160647","0.8333333333333334","1.0","{curimopsis albonotata|curimopsis albonotata}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[curimopsis albonotata]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO27799+http://www.wikidata.org/entity/q2143567","0.6666666666666666","0.0","{molophilus hirthipennis|molophilus hirtipennis}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[molophilus hirtipennis]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO06384+http://www.wikidata.org/entity/q1260070","0.6666666666666666","1.0","{buteo nitidus|buteo nitidus}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[gray hawk, grey hawk]|[grey lined hawk]}","1.0","{[pacific southwest, southwest]}","1.0","{[8, 2]}"
"BIO12865+http://www.wikidata.org/entity/q2120850","0.8333333333333334","1.0","{daedaleopsis confragosa|daedaleopsis confragosa}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[daedaleopsis confragosa]}","1.0","{[northeast, southeast]}","1.0","{[5, 4]}"
"BIO44927+http://www.wikidata.org/entity/q736606","0.8333333333333334","1.0","{vanessa tameamea|vanessa tameamea}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[kamehameha]|[vanessa tameamea]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO37817+http://www.wikidata.org/entity/q999103","0.8333333333333334","1.0","{riccardia chamedryfolia|riccardia chamedryfolia}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[none]|[riccardia chamedryfolia]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO25819+http://www.wikidata.org/entity/q1574140","0.8333333333333334","1.0","{lycophotia porphyrea|lycophotia porphyrea}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[true lovers knot, true lovers knot]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO15664+http://www.wikidata.org/entity/q2182661","0.8333333333333334","1.0","{epicauta puncticollis|epicauta puncticollis}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[punctate blister beetle, epicauta puncticollis]}","1.0","{[pacific, mountain prairie]}","1.0","{[1, 6]}"
"BIO38824+http://www.wikidata.org/entity/q2069084","0.6666666666666666","1.0","{sardinops sagax|sardinops sagax}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[pacific sardine]|[pacific sardine, sardinops sagax]}","1.0","{[pacific southwest, alaska]}","1.0","{[8, 7]}"
"BIO11530+http://www.wikidata.org/entity/q1831845","0.6666666666666666","1.0","{corynorhinus rafinesquii|corynorhinus rafinesquii}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","0.0","{[southeastern big eared bat, rafinesque s big eared bat, eastern big eared bat, eastern lump nosed bat, eastern long eared bat]|[rafinesques big eared bat, rafinesque’s big eared bat, rafinesques big eared bat]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO32925+http://www.wikidata.org/entity/q425900","0.8333333333333334","1.0","{phasianus versicolor|phasianus versicolor}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[green pheasant]|[green pheasant]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO40782+ES1133","0.5","1.0","{somatochlora hineana|somatochlora hineana}","1.0","{Insect|Insect}","1.0","{[endangered]|[endangered]}","0.0","{[hine s emerald]|[hine s emerald dragonfly]}","0.0","{[pacific southwest]|[midwest]}","0.0","{[8]|[3]}"
"BIO34392+ES1223+http://www.wikidata.org/entity/q1054605","0.4444444444444444","1.0","{pleurobema clava|pleurobema clava|pleurobema clava}","1.0","{Invertebrate|Invertebrate|Invertebrate}","0.0","{[none]|[endangered]|[critically endangered]}","0.6666666666666666","{[clubshell]|[clubshell]|[clubshell pearly mussel, club naiad, clubshell]}","0.0","{[southeast]|[northeast]}","0.0","{[4]|[5]}"
"BIO39438+http://www.wikidata.org/entity/q694319","0.8333333333333334","1.0","{scolopax minor|scolopax minor}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[american woodcock]|[american woodcock]}","1.0","{[northeast, southwest, southeast, midwest]}","1.0","{[5, 2, 4, 3]}"
"BIO15438+http://www.wikidata.org/entity/q989747","0.6666666666666666","1.0","{engraulis mordax|engraulis mordax}","1.0","{Fish|Fish}","0.0","{[none]|[data deficient]}","0.0","{[californian anchoveta, northern anchovy, north pacific anchovy]|[rainbow smelt, californian anchovy, northern anchovy, large zanchois, bay anchovy, anchovy, pinhead, north pacific anchovy]}","1.0","{[pacific southwest, pacific, alaska]}","1.0","{[8, 1, 7]}"
"BIO40121+http://www.wikidata.org/entity/q819825","0.8333333333333334","1.0","{sialia currucoides|sialia currucoides}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[mountain bluebird]|[mountain bluebird]}","1.0","{[mountain prairie, pacific southwest, southwest, pacific, alaska, southeast]}","1.0","{[6, 8, 2, 1, 7, 4]}"
"BIO36266+http://www.wikidata.org/entity/q2178741","0.8333333333333334","1.0","{psychoglypha avigo|psychoglypha avigo}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[psychoglypha avigo]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO31640+http://www.wikidata.org/entity/q534838","0.8333333333333334","1.0","{parula americana|parula americana}","1.0","{Bird|Bird}","1.0","{[none]}","0.0","{[northern parula warbler, parula warbler, northern parula]|[northern parula, parula americana]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 4, 3]}"
"BIO42992+http://www.wikidata.org/entity/q1500718","0.8333333333333334","1.0","{tetragnatha extensa|tetragnatha extensa}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[tetragnatha extensa]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO35130+http://www.wikidata.org/entity/q829621","0.8333333333333334","1.0","{polyporus tuberaster|polyporus tuberaster}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[polyporus tuberaster]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO11294+http://www.wikidata.org/entity/q2118699","0.8333333333333334","1.0","{cordyceps militaris|cordyceps militaris}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[cordyceps militaris]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO13979+http://www.wikidata.org/entity/q1603076","0.8333333333333334","1.0","{diplophyllum albicans|diplophyllum albicans}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[none]|[diplophyllum albicans]}","1.0","{[pacific, alaska]}","1.0","{[1, 7]}"
"BIO29366+http://www.wikidata.org/entity/q1595309","0.8333333333333334","1.0","{nomophila noctuella|nomophila noctuella}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[nomophila noctuella]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO34376+http://www.wikidata.org/entity/q522253","0.6666666666666666","1.0","{plethodon punctatus|plethodon punctatus}","1.0","{Amphibian|Amphibian}","0.0","{[under review]|[near threatened]}","0.0","{[cow knob salamander]|[white spotted salamander]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO02987+ES926","0.8333333333333334","1.0","{arabis serotina|arabis serotina}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","0.0","{[shale barren rock cress, shale barren rockcress]|[shale barren rock cress]}","1.0","{[northeast]|[northeast]}","1.0","{[5]|[5]}"
"BIO28257+http://www.wikidata.org/entity/q724987","0.8333333333333334","1.0","{myiopsitta monachus|myiopsitta monachus}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[monk parakeet]|[monk parakeet]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO06461+BIO06475+ES389","0.611111111111111","0.6666666666666666","{calamagrostis|calamagrostis expansa|calamagrostis expansa}","1.0","{Vascular Plant|Vascular Plant|Vascular Plant}","0.0","{[none]|[proposed endangered]|[endangered]}","0.6666666666666666","{[reedgrass]|[maui reedgrass]|[maui reedgrass]}","0.6666666666666666","{[pacific southwest, pacific, alaska]|[pacific]|[pacific]}","0.6666666666666666","{[8, 1, 7]|[1]|[1]}"
"BIO31944+http://www.wikidata.org/entity/q1589387","0.8333333333333334","1.0","{pellia endiviifolia|pellia endiviifolia}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[none]|[pellia endiviifolia]}","1.0","{[mountain prairie, pacific, alaska]}","1.0","{[6, 1, 7]}"
"BIO40848+http://www.wikidata.org/entity/q692332","0.8333333333333334","1.0","{sorex pacificus|sorex pacificus}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","1.0","{[pacific shrew]|[pacific shrew]}","1.0","{[pacific southwest, pacific, alaska]}","1.0","{[8, 1, 7]}"
"BIO31456+http://www.wikidata.org/entity/q2084671","0.8333333333333334","1.0","{pardosa milvina|pardosa milvina}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[shore spider, pardosa milvina]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO42023+http://www.wikidata.org/entity/q921348","0.6666666666666666","1.0","{streptopelia roseogrisea|streptopelia roseogrisea}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[african collared dove]|[african collared dove, rose grey dove, barbary dove, ringed turtle dove, african collared dove]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO00607+http://www.wikidata.org/entity/q679154","0.8333333333333334","1.0","{aechmophorus occidentalis|aechmophorus occidentalis}","1.0","{Bird|Bird}","0.0","{[species of concern]|[least concern]}","1.0","{[western grebe]|[western grebe]}","1.0","{[mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[6, 8, 2, 1, 7, 4, 3]}"
"BIO26404+http://www.wikidata.org/entity/q1083652","0.8333333333333334","1.0","{marasmius epiphyllus|marasmius epiphyllus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[marasmius epiphyllus]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO28810+http://www.wikidata.org/entity/q763195","0.8333333333333334","1.0","{neoantistea agilis|neoantistea agilis}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[neoantistea agilis]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO05811+BIO05815+http://www.wikidata.org/entity/q1270549","0.5","0.6666666666666666","{brachyramphus brevirostris|brachyrampus brevirostris|brachyramphus brevirostris}","1.0","{Bird|Bird|Bird}","0.6666666666666666","{[none]|[none]|[near threatened]}","0.6666666666666666","{[kittlitz s murrelet]|[ktiilitz s murrelet]|[kittlitz s murrelet]}","0.0","{[pacific southwest, alaska]|[alaska]}","0.0","{[8, 7]|[7]}"
"BIO30666+http://www.wikidata.org/entity/q779905","0.8333333333333334","1.0","{oryzaephilus surinamensis|oryzaephilus surinamensis}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[sawtoothed grain beetle]|[oryzaephilus surinamensis]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO20263+http://www.wikidata.org/entity/q966418","0.6666666666666666","1.0","{hemichromis letourneuxi|hemichromis letourneuxi}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[north african jewelfish, jewel cichlid, african jewelfish, jewelfish]|[jewel fish, hemichromis letourneuxi]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO42791+http://www.wikidata.org/entity/q1358580","0.6666666666666666","1.0","{taricha torosa|taricha torosa}","1.0","{Amphibian|Amphibian}","0.0","{[none]|[least concern]}","0.0","{[california newt]|[coast range newt, california newt, taricha torosa]}","1.0","{[pacific southwest, pacific]}","1.0","{[8, 1]}"
"BIO21405+http://www.wikidata.org/entity/q76922","0.8333333333333334","1.0","{hygrophorus pustulatus|hygrophorus pustulatus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[hygrophorus pustulatus]}","1.0","{[pacific southwest, mountain prairie]}","1.0","{[8, 6]}"
"BIO42209+http://www.wikidata.org/entity/q452729","0.8333333333333334","1.0","{suillus sibiricus|suillus sibiricus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[suillus sibiricus]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO01588+http://www.wikidata.org/entity/q533763","0.8333333333333334","1.0","{amazilia violiceps|amazilia violiceps}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[violet crowned hummingbird]|[violet crowned hummingbird]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO39415+http://www.wikidata.org/entity/q448198","0.8333333333333334","1.0","{scleroderma areolatum|scleroderma areolatum}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[scleroderma areolatum]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO23435+http://www.wikidata.org/entity/q1461883","0.8333333333333334","1.0","{lasius umbratus|lasius umbratus}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[lasius umbratus]}","1.0","{[pacific, mountain prairie]}","1.0","{[1, 6]}"
"BIO38300+http://www.wikidata.org/entity/q1523894","0.8333333333333334","1.0","{russula subfoetens|russula subfoetens}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[russula subfoetens]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO09081+ES540","0.5","0.0","{chamaesyce deltoidea ssp. pinetorum|chamaesyce deltoidea pinetorum}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[under review]|[threatened]}","0.0","{[pineland sandmat, wedge sandmat]|[pineland sandmat]}","1.0","{[southeast]|[southeast]}","1.0","{[4]|[4]}"
"BIO29024+http://www.wikidata.org/entity/q900792","0.6666666666666666","1.0","{nerodia taxispilota|nerodia taxispilota}","1.0","{Reptile|Reptile}","0.0","{[none]|[least concern]}","0.0","{[brown water snake]|[brown watersnake, brown water snake]}","1.0","{[southeast]}","1.0","{[4]}"
