"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorEqual.scientificName record1Value","[0] StringAttributeComparatorEqual.scientificName record2Value","[0] StringAttributeComparatorEqual.scientificName record1PreprocessedValue","[0] StringAttributeComparatorEqual.scientificName record2PreprocessedValue","[0] StringAttributeComparatorEqual.scientificName similarity","[0] StringAttributeComparatorEqual.scientificName postproccesedSimilarity"
"LinearCombinationMatchingRule","BIO02712","ES1155","0.0",,"aphis asclepiadis","heraclides aristodemus ponceanus","aphis asclepiadis","heraclides aristodemus ponceanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO43363","ES1076","0.0",,"thryomanes bewickii eremophilus","corvus kubaryi","thryomanes bewickii eremophilus","corvus kubaryi","0.0","0.0"
"LinearCombinationMatchingRule","BIO13433","ES1324","0.0",,"desmognathus monticola","eleutherodactylus juanariveroi","desmognathus monticola","eleutherodactylus juanariveroi","0.0","0.0"
"LinearCombinationMatchingRule","BIO20491","ES1024","0.0",,"heterocampa obliqua","hesperia dacotae","heterocampa obliqua","hesperia dacotae","0.0","0.0"
"LinearCombinationMatchingRule","BIO15805","ES1118","0.0",,"epitheca canis","drosophila sharpi","epitheca canis","drosophila sharpi","0.0","0.0"
"LinearCombinationMatchingRule","BIO30817","ES1651","0.0",,"oxybelus cocopa","drosophila obatai","oxybelus cocopa","drosophila obatai","0.0","0.0"
"LinearCombinationMatchingRule","BIO23405","ES1588","0.0",,"lasioglossum ruidosense","brychius hungerfordi","lasioglossum ruidosense","brychius hungerfordi","0.0","0.0"
"LinearCombinationMatchingRule","BIO43997","ES1456","0.0",,"trichoton sordidus","speyeria callippe callippe","trichoton sordidus","speyeria callippe callippe","0.0","0.0"
"LinearCombinationMatchingRule","BIO04522","ES1207","0.0",,"atlanticus species","elaphrus viridis","atlanticus species","elaphrus viridis","0.0","0.0"
"LinearCombinationMatchingRule","BIO03200","ES1555","0.0",,"ardistomis obliquata","drosophila neoclavisetae","ardistomis obliquata","drosophila neoclavisetae","0.0","0.0"
"LinearCombinationMatchingRule","BIO10601","ES1639","0.0",,"clistoronia magnifica","icaricia icarioides missionensis","clistoronia magnifica","icaricia icarioides missionensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO26695","ES1204","0.0",,"megasternum posticatum","dinacoma caseyi","megasternum posticatum","dinacoma caseyi","0.0","0.0"
"LinearCombinationMatchingRule","BIO28272","ES1311","0.0",,"myocastor coypus","leopardus ( felis) wiedii","myocastor coypus","leopardus ( felis) wiedii","0.0","0.0"
"LinearCombinationMatchingRule","BIO14190","ES1505","0.0",,"dolichopeza","hylaeus hilaris","dolichopeza","hylaeus hilaris","0.0","0.0"
"LinearCombinationMatchingRule","BIO05785","ES960","0.0",,"brachycercus nitidus","speyeria zerene hippolyta","brachycercus nitidus","speyeria zerene hippolyta","0.0","0.0"
"LinearCombinationMatchingRule","BIO10317","ES1321","0.0",,"cladopelopia species","hylaeus kuakea","cladopelopia species","hylaeus kuakea","0.0","0.0"
"LinearCombinationMatchingRule","BIO14614","ES1337","0.0",,"drunella grandis/spinifera","euproserpinus euterpe","drunella grandis/spinifera","euproserpinus euterpe","0.0","0.0"
"LinearCombinationMatchingRule","BIO42637","ES1500","0.0",,"tadarida","pekania pennanti","tadarida","pekania pennanti","0.0","0.0"
"LinearCombinationMatchingRule","BIO45403","ES1654","0.0",,"vireo solitarius plumbeus","hemignathus affinis","vireo solitarius plumbeus","hemignathus affinis","0.0","0.0"
"LinearCombinationMatchingRule","BIO02141","ES1645","0.0",,"anemia californica","heterelmis comalensis","anemia californica","heterelmis comalensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO07032","ES1091","0.0",,"camnula pellucida","pyrgus ruralis lagunae","camnula pellucida","pyrgus ruralis lagunae","0.0","0.0"
"LinearCombinationMatchingRule","BIO28266","ES1304","0.0",,"mylopharodon conocephalus","etheostoma chermocki","mylopharodon conocephalus","etheostoma chermocki","0.0","0.0"
"LinearCombinationMatchingRule","BIO20490","ES1024","0.0",,"heterocampa guttivitta","hesperia dacotae","heterocampa guttivitta","hesperia dacotae","0.0","0.0"
"LinearCombinationMatchingRule","BIO29479","ES1105","0.0",,"noturus insignis","gila purpurea","noturus insignis","gila purpurea","0.0","0.0"
"LinearCombinationMatchingRule","BIO15173","ES1332","0.0",,"elgaria panamintina","chilabothrus granti","elgaria panamintina","chilabothrus granti","0.0","0.0"
"LinearCombinationMatchingRule","BIO39438","ES1364","0.0",,"scolopax minor","gymnogyps californianus","scolopax minor","gymnogyps californianus","0.0","0.0"
"LinearCombinationMatchingRule","BIO34253","ES1621","0.0",,"platynus cincticollis","manduca blackburni","platynus cincticollis","manduca blackburni","0.0","0.0"
"LinearCombinationMatchingRule","BIO02016","ES1515","0.0",,"anchicera ochracea","hylaeus longiceps","anchicera ochracea","hylaeus longiceps","0.0","0.0"
"LinearCombinationMatchingRule","BIO40443","ES1299","0.0",,"sistrurus catenatus","caretta caretta","sistrurus catenatus","caretta caretta","0.0","0.0"
"LinearCombinationMatchingRule","BIO05538","ES1078","0.0",,"boloria epithore","trimerotropis infantilis","boloria epithore","trimerotropis infantilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO02728","ES1148","0.0",,"aphis rumicis","bombus affinis","aphis rumicis","bombus affinis","0.0","0.0"
"LinearCombinationMatchingRule","BIO00384","ES1361","0.0",,"acilius semisulcatus abbreviatus","megalagrion oceanicum","acilius semisulcatus abbreviatus","megalagrion oceanicum","0.0","0.0"
"LinearCombinationMatchingRule","BIO39166","ES960","0.0",,"scelolyperus nigrocyaneus","speyeria zerene hippolyta","scelolyperus nigrocyaneus","speyeria zerene hippolyta","0.0","0.0"
"LinearCombinationMatchingRule","BIO13482","ES1372","0.0",,"dialictus zephyrus","callophrys mossii bayensis","dialictus zephyrus","callophrys mossii bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO43745","ES1209","0.0",,"trachusa larreae","texamaurops reddelli","trachusa larreae","texamaurops reddelli","0.0","0.0"
"LinearCombinationMatchingRule","BIO31952","ES1372","0.0",,"pelocoris shoshone","callophrys mossii bayensis","pelocoris shoshone","callophrys mossii bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO29227","ES1120","0.0",,"nigronia fasciatus","ambrysus amargosus","nigronia fasciatus","ambrysus amargosus","0.0","0.0"
"LinearCombinationMatchingRule","BIO20747","ES1530","0.0",,"himatione sanguinea","paroreomyza maculata","himatione sanguinea","paroreomyza maculata","0.0","0.0"
"LinearCombinationMatchingRule","BIO35547","ES1509","0.0",,"praeacedes atomosella","megalagrion nesiotes","praeacedes atomosella","megalagrion nesiotes","0.0","0.0"
"LinearCombinationMatchingRule","BIO27504","ES1138","0.0",,"miloderes nelsoni","cicindela nevadica lincolniana","miloderes nelsoni","cicindela nevadica lincolniana","0.0","0.0"
"LinearCombinationMatchingRule","BIO24705","ES1207","0.0",,"limnocoris moapensis","elaphrus viridis","limnocoris moapensis","elaphrus viridis","0.0","0.0"
"LinearCombinationMatchingRule","BIO11945","ES1309","0.0",,"cryptacanthodes giganteus","oncorhynchus apache","cryptacanthodes giganteus","oncorhynchus apache","0.0","0.0"
"LinearCombinationMatchingRule","BIO44701","ES1010","0.0",,"ursus arctos","sylvilagus bachmani riparius","ursus arctos","sylvilagus bachmani riparius","0.0","0.0"
"LinearCombinationMatchingRule","BIO03271","ES1394","0.0",,"arge macleayi","stygoparnus comalensis","arge macleayi","stygoparnus comalensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO02689","ES1094","0.0",,"aphaereta pallipes","cyclargus ( hemiargus) thomasi bethunebakeri","aphaereta pallipes","cyclargus ( hemiargus) thomasi bethunebakeri","0.0","0.0"
"LinearCombinationMatchingRule","BIO09362","ES1454","0.0",,"chilomycterus","cottus specus","chilomycterus","cottus specus","0.0","0.0"
"LinearCombinationMatchingRule","BIO11617","ES1474","0.0",,"cottus aleuticus","gila intermedia","cottus aleuticus","gila intermedia","0.0","0.0"
"LinearCombinationMatchingRule","BIO09367","ES1451","0.0",,"chilomycterus schoepfi","moapa coriacea","chilomycterus schoepfi","moapa coriacea","0.0","0.0"
"LinearCombinationMatchingRule","BIO36623","ES1437","0.0",,"pyralidae","apodemia mormo langei","pyralidae","apodemia mormo langei","0.0","0.0"
"LinearCombinationMatchingRule","BIO04528","ES1209","0.0",,"atomaria sp. 33","texamaurops reddelli","atomaria sp. 33","texamaurops reddelli","0.0","0.0"
"LinearCombinationMatchingRule","BIO30663","ES1491","0.0",,"oryctolagus cuniculus","neotoma floridana smalli","oryctolagus cuniculus","neotoma floridana smalli","0.0","0.0"
"LinearCombinationMatchingRule","BIO26581","ES1100","0.0",,"mecyclothorax parvus","rhadine persephone","mecyclothorax parvus","rhadine persephone","0.0","0.0"
"LinearCombinationMatchingRule","BIO08911","ES1581","0.0",,"ceutorhynchus convexicollis","megalagrion leptodemas","ceutorhynchus convexicollis","megalagrion leptodemas","0.0","0.0"
"LinearCombinationMatchingRule","BIO45920","ES954","0.0",,"zaprora silenus","gila nigrescens","zaprora silenus","gila nigrescens","0.0","0.0"
"LinearCombinationMatchingRule","BIO19174","ES1043","0.0",,"goerita","hylaeus anthracinus","goerita","hylaeus anthracinus","0.0","0.0"
"LinearCombinationMatchingRule","BIO33851","ES1535","0.0",,"piranga hepatica","aphelocoma coerulescens","piranga hepatica","aphelocoma coerulescens","0.0","0.0"
"LinearCombinationMatchingRule","BIO27475","ES989","0.0",,"microtus townsendii","emballonura semicaudata rotensis","microtus townsendii","emballonura semicaudata rotensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO29577","ES1209","0.0",,"nymphalis vau album j album","texamaurops reddelli","nymphalis vau album j album","texamaurops reddelli","0.0","0.0"
"LinearCombinationMatchingRule","BIO21719","ES1367","0.0",,"hypocala velans","drosophila musaphilia","hypocala velans","drosophila musaphilia","0.0","0.0"
"LinearCombinationMatchingRule","BIO11202","ES1059","0.0",,"copidosoma floridanum","pseudocopaeodes eunus obscurus","copidosoma floridanum","pseudocopaeodes eunus obscurus","0.0","0.0"
"LinearCombinationMatchingRule","BIO28847","ES1069","0.0",,"neomachilis heteropus","cicindela puritana","neomachilis heteropus","cicindela puritana","0.0","0.0"
"LinearCombinationMatchingRule","BIO26432","ES1476","0.0",,"margariscus margarita","acipenser transmontanus","margariscus margarita","acipenser transmontanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO23942","ES1608","0.0",,"lepidostoma togatum","hylaeus mana","lepidostoma togatum","hylaeus mana","0.0","0.0"
"LinearCombinationMatchingRule","BIO34927","ES1204","0.0",,"polygonia gracilis zephyrus","dinacoma caseyi","polygonia gracilis zephyrus","dinacoma caseyi","0.0","0.0"
"LinearCombinationMatchingRule","BIO23408","ES1583","0.0",,"lasioglossum tegulare","cicindela dorsalis dorsalis","lasioglossum tegulare","cicindela dorsalis dorsalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO28880","ES1091","0.0",,"neoporus veneutus","pyrgus ruralis lagunae","neoporus veneutus","pyrgus ruralis lagunae","0.0","0.0"
"LinearCombinationMatchingRule","BIO36504","ES1570","0.0",,"puffinus griseus","vireo bellii pusillus","puffinus griseus","vireo bellii pusillus","0.0","0.0"
"LinearCombinationMatchingRule","BIO20008","ES1050","0.0",,"hedylepta accepta","strymon acis bartrami","hedylepta accepta","strymon acis bartrami","0.0","0.0"
"LinearCombinationMatchingRule","BIO12822","ES1273","0.0",,"dacoderus dominicensis","neonympha mitchellii mitchellii","dacoderus dominicensis","neonympha mitchellii mitchellii","0.0","0.0"
"LinearCombinationMatchingRule","BIO33863","ES1547","0.0",,"piruna pirus","polyphylla barbata","piruna pirus","polyphylla barbata","0.0","0.0"
"LinearCombinationMatchingRule","BIO36515","ES1583","0.0",,"pulex irritans","cicindela dorsalis dorsalis","pulex irritans","cicindela dorsalis dorsalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO21915","ES1555","0.0",,"ibalia anceps","drosophila neoclavisetae","ibalia anceps","drosophila neoclavisetae","0.0","0.0"
"LinearCombinationMatchingRule","BIO08707","ES1138","0.0",,"ceratina calcarata","cicindela nevadica lincolniana","ceratina calcarata","cicindela nevadica lincolniana","0.0","0.0"
"LinearCombinationMatchingRule","BIO01978","ES1570","0.0",,"anas wyvilliana","vireo bellii pusillus","anas wyvilliana","vireo bellii pusillus","0.0","0.0"
"LinearCombinationMatchingRule","BIO17347","ES1183","0.0",,"eupompha schwarzi","hylaeus facilis","eupompha schwarzi","hylaeus facilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO13237","ES1361","0.0",,"dermacentor variabilis","megalagrion oceanicum","dermacentor variabilis","megalagrion oceanicum","0.0","0.0"
"LinearCombinationMatchingRule","BIO20210","ES1265","0.0",,"heloderma suspectum","eretmochelys imbricata","heloderma suspectum","eretmochelys imbricata","0.0","0.0"
"LinearCombinationMatchingRule","BIO09409","ES1501","0.0",,"chionea valga","icaricia (plebejus) shasta charlestonensis","chionea valga","icaricia (plebejus) shasta charlestonensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO40431","ES1287","0.0",,"siphlonurus typicus","drosophila aglaia","siphlonurus typicus","drosophila aglaia","0.0","0.0"
"LinearCombinationMatchingRule","BIO21974","ES1368","0.0",,"ictiobus bubalus","catostomus santaanae","ictiobus bubalus","catostomus santaanae","0.0","0.0"
"LinearCombinationMatchingRule","BIO08253","ES1506","0.0",,"castor canadensis","urocitellus brunneus","castor canadensis","urocitellus brunneus","0.0","0.0"
"LinearCombinationMatchingRule","BIO33255","ES1193","0.0",,"pholis schultzi","etheostoma phytophilum","pholis schultzi","etheostoma phytophilum","0.0","0.0"
"LinearCombinationMatchingRule","BIO33255","ES1192","0.0",,"pholis schultzi","etheostoma moorei","pholis schultzi","etheostoma moorei","0.0","0.0"
"LinearCombinationMatchingRule","BIO41709","ES1155","0.0",,"stenopelmatus","heraclides aristodemus ponceanus","stenopelmatus","heraclides aristodemus ponceanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO28117","ES1416","0.0",,"mustela","brachylagus idahoensis","mustela","brachylagus idahoensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO45913","ES963","0.0",,"zapada","euphilotes battoides allyni","zapada","euphilotes battoides allyni","0.0","0.0"
"LinearCombinationMatchingRule","BIO43360","ES1074","0.0",,"thryomanes bewickii altus","pterodroma cahow","thryomanes bewickii altus","pterodroma cahow","0.0","0.0"
"LinearCombinationMatchingRule","BIO15784","ES1091","0.0",,"epinotia nanana","pyrgus ruralis lagunae","epinotia nanana","pyrgus ruralis lagunae","0.0","0.0"
"LinearCombinationMatchingRule","BIO24966","ES1202","0.0",,"lispocephala brunneipennis","drosophila montgomeryi","lispocephala brunneipennis","drosophila montgomeryi","0.0","0.0"
"LinearCombinationMatchingRule","BIO02684","ES1091","0.0",,"aphaenogaster occidentalis","pyrgus ruralis lagunae","aphaenogaster occidentalis","pyrgus ruralis lagunae","0.0","0.0"
"LinearCombinationMatchingRule","BIO13248","ES1396","0.0",,"dermatolepis inermis","cottus paulus ( pygmaeus)","dermatolepis inermis","cottus paulus ( pygmaeus)","0.0","0.0"
"LinearCombinationMatchingRule","BIO03379","ES1204","0.0",,"arisfotela","dinacoma caseyi","arisfotela","dinacoma caseyi","0.0","0.0"
"LinearCombinationMatchingRule","BIO35076","ES1024","0.0",,"polyphylla erratica","hesperia dacotae","polyphylla erratica","hesperia dacotae","0.0","0.0"
"LinearCombinationMatchingRule","BIO44195","ES1331","0.0",,"trimorphodon biscutatus","thamnophis sirtalis tetrataenia","trimorphodon biscutatus","thamnophis sirtalis tetrataenia","0.0","0.0"
"LinearCombinationMatchingRule","BIO19275","ES1123","0.0",,"graminella sp. 4","euphydryas editha taylori","graminella sp. 4","euphydryas editha taylori","0.0","0.0"
"LinearCombinationMatchingRule","BIO17531","ES1138","0.0",,"euxoa epicremna","cicindela nevadica lincolniana","euxoa epicremna","cicindela nevadica lincolniana","0.0","0.0"
"LinearCombinationMatchingRule","BIO14437","ES1174","0.0",,"drosophila aquila","vagrans egistina","drosophila aquila","vagrans egistina","0.0","0.0"
"LinearCombinationMatchingRule","BIO27098","ES1544","0.0",,"meriones unguiculatus","myotis grisescens","meriones unguiculatus","myotis grisescens","0.0","0.0"
"LinearCombinationMatchingRule","BIO30658","ES1480","0.0",,"orthotylus psychotrioides","euphilotes enoptes smithi","orthotylus psychotrioides","euphilotes enoptes smithi","0.0","0.0"
"LinearCombinationMatchingRule","BIO30658","ES1481","0.0",,"orthotylus psychotrioides","drosophila tarphytrichia","orthotylus psychotrioides","drosophila tarphytrichia","0.0","0.0"
"LinearCombinationMatchingRule","BIO09681","ES1526","0.0",,"chrysomelid sp. 42","hypolimnas octocula marianensis","chrysomelid sp. 42","hypolimnas octocula marianensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO14658","ES1116","0.0",,"dryophthorus declivis","euchloe ausonides insulanus","dryophthorus declivis","euchloe ausonides insulanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO24962","ES1207","0.0",,"lispocephala atratipes","elaphrus viridis","lispocephala atratipes","elaphrus viridis","0.0","0.0"
"LinearCombinationMatchingRule","BIO11615","ES1476","0.0",,"cottidae","acipenser transmontanus","cottidae","acipenser transmontanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO15054","ES1451","0.0",,"elassoma evergladei","moapa coriacea","elassoma evergladei","moapa coriacea","0.0","0.0"
"LinearCombinationMatchingRule","BIO21296","ES1501","0.0",,"hydroptila nr. fiskei","icaricia (plebejus) shasta charlestonensis","hydroptila nr. fiskei","icaricia (plebejus) shasta charlestonensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO08995","ES1148","0.0",,"chaetophloeus parkinsoniae","bombus affinis","chaetophloeus parkinsoniae","bombus affinis","0.0","0.0"
"LinearCombinationMatchingRule","BIO40498","ES1088","0.0",,"sitta carolinensis carolinensis","setophaga angelae","sitta carolinensis carolinensis","setophaga angelae","0.0","0.0"
"LinearCombinationMatchingRule","BIO28803","ES1024","0.0",,"nemoura cinctipes","hesperia dacotae","nemoura cinctipes","hesperia dacotae","0.0","0.0"
"LinearCombinationMatchingRule","BIO38616","ES998","0.0",,"salvadora hexalepis","gopherus agassizii","salvadora hexalepis","gopherus agassizii","0.0","0.0"
"LinearCombinationMatchingRule","BIO40439","ES1290","0.0",,"sirex areolatus","batrisodes texanus","sirex areolatus","batrisodes texanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO20391","ES1185","0.0",,"herpetogramma thestealis","megalagrion pacificum","herpetogramma thestealis","megalagrion pacificum","0.0","0.0"
"LinearCombinationMatchingRule","BIO14566","ES1041","0.0",,"drosophila reducta","batrisodes venyivi","drosophila reducta","batrisodes venyivi","0.0","0.0"
"LinearCombinationMatchingRule","BIO42529","ES1654","0.0",,"synthliboramphus craveri","hemignathus affinis","synthliboramphus craveri","hemignathus affinis","0.0","0.0"
"LinearCombinationMatchingRule","BIO24966","ES1203","0.0",,"lispocephala brunneipennis","cicindela ohlone","lispocephala brunneipennis","cicindela ohlone","0.0","0.0"
"LinearCombinationMatchingRule","BIO36010","ES1078","0.0",,"pseudocryptothrips remotus","trimerotropis infantilis","pseudocryptothrips remotus","trimerotropis infantilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO11652","ES1251","0.0",,"crambus","lycaeides argyrognomon lotis","crambus","lycaeides argyrognomon lotis","0.0","0.0"
"LinearCombinationMatchingRule","BIO19757","ES1636","0.0",,"halictus poeyi","drosophila substenoptera","halictus poeyi","drosophila substenoptera","0.0","0.0"
"LinearCombinationMatchingRule","BIO31260","ES1509","0.0",,"papilio palamedes","megalagrion nesiotes","papilio palamedes","megalagrion nesiotes","0.0","0.0"
"LinearCombinationMatchingRule","BIO27087","ES1530","0.0",,"mergus merganser americanus","paroreomyza maculata","mergus merganser americanus","paroreomyza maculata","0.0","0.0"
"LinearCombinationMatchingRule","BIO05041","ES1408","0.0",,"batrachoseps kawia","anaxyrus californicus","batrachoseps kawia","anaxyrus californicus","0.0","0.0"
"LinearCombinationMatchingRule","BIO33671","ES1361","0.0",,"pilaria tenuipes","megalagrion oceanicum","pilaria tenuipes","megalagrion oceanicum","0.0","0.0"
"LinearCombinationMatchingRule","BIO34300","ES1091","0.0",,"plebejus melissa","pyrgus ruralis lagunae","plebejus melissa","pyrgus ruralis lagunae","0.0","0.0"
"LinearCombinationMatchingRule","BIO00225","ES1487","0.0",,"acentrella ampla","euphydryas editha bayensis","acentrella ampla","euphydryas editha bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO17520","ES1367","0.0",,"eutreta xanthochaeta","drosophila musaphilia","eutreta xanthochaeta","drosophila musaphilia","0.0","0.0"
"LinearCombinationMatchingRule","BIO42256","ES1118","0.0",,"sweltsa lateralis","drosophila sharpi","sweltsa lateralis","drosophila sharpi","0.0","0.0"
"LinearCombinationMatchingRule","BIO30853","ES1410","0.0",,"oxytelinae sp. 89","icaricia icarioides fenderi","oxytelinae sp. 89","icaricia icarioides fenderi","0.0","0.0"
"LinearCombinationMatchingRule","BIO31006","ES1509","0.0",,"pagasa fusca","megalagrion nesiotes","pagasa fusca","megalagrion nesiotes","0.0","0.0"
"LinearCombinationMatchingRule","BIO19153","ES1022","0.0",,"gobionellus gracillimus","ictalurus pricei","gobionellus gracillimus","ictalurus pricei","0.0","0.0"
"LinearCombinationMatchingRule","BIO29575","ES1207","0.0",,"nymphalis milberti","elaphrus viridis","nymphalis milberti","elaphrus viridis","0.0","0.0"
"LinearCombinationMatchingRule","BIO31987","ES1140","0.0",,"peltodytes bradleyi","megalagrion xanthomelas","peltodytes bradleyi","megalagrion xanthomelas","0.0","0.0"
"LinearCombinationMatchingRule","BIO25749","ES1094","0.0",,"lycaena heteronea","cyclargus ( hemiargus) thomasi bethunebakeri","lycaena heteronea","cyclargus ( hemiargus) thomasi bethunebakeri","0.0","0.0"
"LinearCombinationMatchingRule","BIO14555","ES1273","0.0",,"drosophila persimilis","neonympha mitchellii mitchellii","drosophila persimilis","neonympha mitchellii mitchellii","0.0","0.0"
"LinearCombinationMatchingRule","BIO30736","ES1557","0.0",,"osteopilus septentrionalis","plethodon shenandoah","osteopilus septentrionalis","plethodon shenandoah","0.0","0.0"
"LinearCombinationMatchingRule","BIO43500","ES1487","0.0",,"timpanoga hecuba","euphydryas editha bayensis","timpanoga hecuba","euphydryas editha bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO19804","ES982","0.0",,"haltichella xanticles","ischnura luta","haltichella xanticles","ischnura luta","0.0","0.0"
"LinearCombinationMatchingRule","BIO35925","ES946","0.0",,"psenes cyanophrys","salmo salar","psenes cyanophrys","salmo salar","0.0","0.0"
"LinearCombinationMatchingRule","BIO31282","ES1526","0.0",,"paracapnia angulata","hypolimnas octocula marianensis","paracapnia angulata","hypolimnas octocula marianensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO27082","ES1536","0.0",,"mephitis","dipodomys heermanni morroensis","mephitis","dipodomys heermanni morroensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO10316","ES1321","0.0",,"cladopelma","hylaeus kuakea","cladopelma","hylaeus kuakea","0.0","0.0"
"LinearCombinationMatchingRule","BIO45402","ES1654","0.0",,"vireo solitarius cassinii","hemignathus affinis","vireo solitarius cassinii","hemignathus affinis","0.0","0.0"
"LinearCombinationMatchingRule","BIO03272","ES1134","0.0",,"arge quidia","nicrophorus americanus","arge quidia","nicrophorus americanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO03272","ES1133","0.0",,"arge quidia","somatochlora hineana","arge quidia","somatochlora hineana","0.0","0.0"
"LinearCombinationMatchingRule","BIO27784","ES1155","0.0",,"molanna","heraclides aristodemus ponceanus","molanna","heraclides aristodemus ponceanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO04527","ES1209","0.0",,"atomaria quadricollis","texamaurops reddelli","atomaria quadricollis","texamaurops reddelli","0.0","0.0"
"LinearCombinationMatchingRule","BIO29420","ES1315","0.0",,"notonecta indica","megalagrion nigrohamatum nigrolineatum","notonecta indica","megalagrion nigrohamatum nigrolineatum","0.0","0.0"
"LinearCombinationMatchingRule","BIO00594","ES1328","0.0",,"adinia xenica","noturus crypticus","adinia xenica","noturus crypticus","0.0","0.0"
"LinearCombinationMatchingRule","BIO42518","ES1643","0.0",,"synodus","notropis simus pecosensis","synodus","notropis simus pecosensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO41480","ES1505","0.0",,"staphylinae sp. 130","hylaeus hilaris","staphylinae sp. 130","hylaeus hilaris","0.0","0.0"
"LinearCombinationMatchingRule","BIO26580","ES1100","0.0",,"mecyclothorax paradoxus","rhadine persephone","mecyclothorax paradoxus","rhadine persephone","0.0","0.0"
"LinearCombinationMatchingRule","BIO35971","ES993","0.0",,"pseudeucoila depressa","drosophila hemipeza","pseudeucoila depressa","drosophila hemipeza","0.0","0.0"
"LinearCombinationMatchingRule","BIO14418","ES1155","0.0",,"dromogomphus spinosus","heraclides aristodemus ponceanus","dromogomphus spinosus","heraclides aristodemus ponceanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO24774","ES1284","0.0",,"limosa limosa","amazona vittata","limosa limosa","amazona vittata","0.0","0.0"
"LinearCombinationMatchingRule","BIO39620","ES1556","0.0",,"sebastes melanops","catostomus warnerensis","sebastes melanops","catostomus warnerensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO22300","ES1621","0.0",,"isocapnia vedderensis","manduca blackburni","isocapnia vedderensis","manduca blackburni","0.0","0.0"
"LinearCombinationMatchingRule","BIO42064","ES1183","0.0",,"strobilomyia appalachensis","hylaeus facilis","strobilomyia appalachensis","hylaeus facilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO07238","ES1068","0.0",,"cantherhines pullus","menidia extensa","cantherhines pullus","menidia extensa","0.0","0.0"
"LinearCombinationMatchingRule","BIO11574","ES1192","0.0",,"coryphopterus punctipectophorus","etheostoma moorei","coryphopterus punctipectophorus","etheostoma moorei","0.0","0.0"
"LinearCombinationMatchingRule","BIO03010","ES1393","0.0",,"aradus orbiculus","desmocerus californicus dimorphus","aradus orbiculus","desmocerus californicus dimorphus","0.0","0.0"
"LinearCombinationMatchingRule","BIO09557","ES1656","0.0",,"chordeiles minor henryi","strix occidentalis caurina","chordeiles minor henryi","strix occidentalis caurina","0.0","0.0"
"LinearCombinationMatchingRule","BIO45653","ES1645","0.0",,"xanthorhoe lacustrata","heterelmis comalensis","xanthorhoe lacustrata","heterelmis comalensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO06657","ES1639","0.0",,"callophrys affinis apama","icaricia icarioides missionensis","callophrys affinis apama","icaricia icarioides missionensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO19886","ES1502","0.0",,"haplothrips niger","drosophila heteroneura","haplothrips niger","drosophila heteroneura","0.0","0.0"
"LinearCombinationMatchingRule","BIO39795","ES1202","0.0",,"semiothisa bicolorata","drosophila montgomeryi","semiothisa bicolorata","drosophila montgomeryi","0.0","0.0"
"LinearCombinationMatchingRule","BIO39795","ES1203","0.0",,"semiothisa bicolorata","cicindela ohlone","semiothisa bicolorata","cicindela ohlone","0.0","0.0"
"LinearCombinationMatchingRule","BIO42253","ES1116","0.0",,"sweltsa exquisita","euchloe ausonides insulanus","sweltsa exquisita","euchloe ausonides insulanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO09541","ES1624","0.0",,"chondestes grammacus grammacus","empidonax traillii extimus","chondestes grammacus grammacus","empidonax traillii extimus","0.0","0.0"
"LinearCombinationMatchingRule","BIO33590","ES1022","0.0",,"phytichthys chirus","ictalurus pricei","phytichthys chirus","ictalurus pricei","0.0","0.0"
