"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard record1Value","[0] StringAttributeComparatorJaccard record2Value","[0] StringAttributeComparatorJaccard record1PreprocessedValue","[0] StringAttributeComparatorJaccard record2PreprocessedValue","[0] StringAttributeComparatorJaccard similarity","[0] StringAttributeComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","ES1359","BIO21090","1.0",,"hybognathus amarus","hybognathus amarus","hybognathus amarus","hybognathus amarus","1.0","1.0"
"LinearCombinationMatchingRule","ES1141","BIO28317","0.3333333333333333",,"myotis sodalis","myotis septentrionalis septentrionalis","myotis sodalis","myotis septentrionalis septentrionalis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1141","BIO28316","0.3333333333333333",,"myotis sodalis","myotis septentrionalis","myotis sodalis","myotis septentrionalis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1075","BIO29441","0.3333333333333333",,"notropis buccula","notropis ariommus","notropis buccula","notropis ariommus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1498","BIO11945","0.0",,"crystallaria cincotta","cryptacanthodes giganteus","crystallaria cincotta","cryptacanthodes giganteus","0.0","0.0"
"LinearCombinationMatchingRule","ES1075","BIO29442","0.3333333333333333",,"notropis buccula","notropis atherinoides","notropis buccula","notropis atherinoides","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1243","BIO28323","0.3333333333333333",,"myotis septentrionalis","myotis volans","myotis septentrionalis","myotis volans","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1026","BIO01966","0.3333333333333333",,"anas wyvilliana","anas crecca","anas wyvilliana","anas crecca","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1026","BIO01965","0.3333333333333333",,"anas wyvilliana","anas clypeata","anas wyvilliana","anas clypeata","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1005","BIO09263","1.0",,"chelonia mydas","chelonia mydas","chelonia mydas","chelonia mydas","1.0","1.0"
"LinearCombinationMatchingRule","ES1388","BIO23984","0.0",,"lepidomeda mollispinis pratensis","lepomis gulosus","lepidomeda mollispinis pratensis","lepomis gulosus","0.0","0.0"
"LinearCombinationMatchingRule","ES1388","BIO23983","0.0",,"lepidomeda mollispinis pratensis","lepomis gibbosus","lepidomeda mollispinis pratensis","lepomis gibbosus","0.0","0.0"
"LinearCombinationMatchingRule","ES1476","BIO00391","0.3333333333333333",,"acipenser transmontanus","acipenser oxyrinchus","acipenser transmontanus","acipenser oxyrinchus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1000","BIO37038","0.3333333333333333",,"rana muscosa","rana boylii","rana muscosa","rana boylii","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1000","BIO37039","0.3333333333333333",,"rana muscosa","rana cascadae","rana muscosa","rana cascadae","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1411","BIO34370","0.3333333333333333",,"plethodon nettingi","plethodon glutinosus","plethodon nettingi","plethodon glutinosus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1058","BIO14037","0.16666666666666666",,"dipodomys stephensi (incl. d. cascus)","dipodomys spectabilis","dipodomys stephensi (incl. d. cascus)","dipodomys spectabilis","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","ES1601","BIO21895","0.0",,"hypomesus transpacificus","hypsoblennius ionthas","hypomesus transpacificus","hypsoblennius ionthas","0.0","0.0"
"LinearCombinationMatchingRule","ES1037","BIO29456","0.0",,"noturus baileyi","notropis jemezanus","noturus baileyi","notropis jemezanus","0.0","0.0"
"LinearCombinationMatchingRule","ES1630","BIO30668","0.6666666666666666",,"oryzomys palustris natator","oryzomys palustris","oryzomys palustris natator","oryzomys palustris","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1372","BIO06554","0.0",,"callophrys mossii bayensis","calineuria","callophrys mossii bayensis","calineuria","0.0","0.0"
"LinearCombinationMatchingRule","ES1388","BIO23979","0.0",,"lepidomeda mollispinis pratensis","lepomis","lepidomeda mollispinis pratensis","lepomis","0.0","0.0"
"LinearCombinationMatchingRule","ES1630","BIO30667","0.3333333333333333",,"oryzomys palustris natator","oryzomys","oryzomys palustris natator","oryzomys","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1613","BIO32464","0.0",,"peromyscus polionotus trissyllepsis","perognathus stephensi","peromyscus polionotus trissyllepsis","perognathus stephensi","0.0","0.0"
"LinearCombinationMatchingRule","ES1613","BIO32463","0.0",,"peromyscus polionotus trissyllepsis","perognathus permix","peromyscus polionotus trissyllepsis","perognathus permix","0.0","0.0"
"LinearCombinationMatchingRule","ES1571","BIO43136","0.25",,"thamnophis eques megalops","thamnophis sauritus","thamnophis eques megalops","thamnophis sauritus","0.25","0.25"
"LinearCombinationMatchingRule","ES1037","BIO29460","0.0",,"noturus baileyi","notropis petersoni","noturus baileyi","notropis petersoni","0.0","0.0"
"LinearCombinationMatchingRule","ES1379","BIO16807","0.3333333333333333",,"etheostoma percnurum","etheostoma bellum","etheostoma percnurum","etheostoma bellum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1411","BIO34366","0.3333333333333333",,"plethodon nettingi","plethodon dorsalis","plethodon nettingi","plethodon dorsalis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1176","BIO30780","1.0",,"ovis canadensis nelsoni","ovis canadensis nelsoni","ovis canadensis nelsoni","ovis canadensis nelsoni","1.0","1.0"
"LinearCombinationMatchingRule","ES1629","BIO28707","0.25",,"necturus lewisi","necturus maculosus louisianensis","necturus lewisi","necturus maculosus louisianensis","0.25","0.25"
"LinearCombinationMatchingRule","ES1176","BIO30778","0.5",,"ovis canadensis nelsoni","ovis canadensis cremnobates","ovis canadensis nelsoni","ovis canadensis cremnobates","0.5","0.5"
"LinearCombinationMatchingRule","ES1176","BIO30777","0.6666666666666666",,"ovis canadensis nelsoni","ovis canadensis","ovis canadensis nelsoni","ovis canadensis","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1116","BIO16880","0.0",,"euchloe ausonides insulanus","eucapnopsis brevicauda","euchloe ausonides insulanus","eucapnopsis brevicauda","0.0","0.0"
"LinearCombinationMatchingRule","ES1000","BIO37043","0.3333333333333333",,"rana muscosa","rana clamitans clamitans","rana muscosa","rana clamitans clamitans","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1058","BIO14025","0.16666666666666666",,"dipodomys stephensi (incl. d. cascus)","dipodomys elephantinus","dipodomys stephensi (incl. d. cascus)","dipodomys elephantinus","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","ES1000","BIO37042","0.3333333333333333",,"rana muscosa","rana clamitans","rana muscosa","rana clamitans","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1037","BIO29444","0.0",,"noturus baileyi","notropis boops","noturus baileyi","notropis boops","0.0","0.0"
"LinearCombinationMatchingRule","ES1363","BIO43333","0.2",,"thomomys mazama yelmensis","thomomys talpoides fossor","thomomys mazama yelmensis","thomomys talpoides fossor","0.2","0.2"
"LinearCombinationMatchingRule","ES1363","BIO43334","0.2",,"thomomys mazama yelmensis","thomomys talpoides kaibabensis","thomomys mazama yelmensis","thomomys talpoides kaibabensis","0.2","0.2"
"LinearCombinationMatchingRule","ES1168","BIO28126","0.3333333333333333",,"mustela nigripes","mustela vison","mustela nigripes","mustela vison","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1613","BIO32451","0.0",,"peromyscus polionotus trissyllepsis","perognathus flavus","peromyscus polionotus trissyllepsis","perognathus flavus","0.0","0.0"
"LinearCombinationMatchingRule","ES1379","BIO16811","0.3333333333333333",,"etheostoma percnurum","etheostoma chlorobranchium","etheostoma percnurum","etheostoma chlorobranchium","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1613","BIO32452","0.0",,"peromyscus polionotus trissyllepsis","perognathus formosus","peromyscus polionotus trissyllepsis","perognathus formosus","0.0","0.0"
"LinearCombinationMatchingRule","ES1613","BIO32459","0.0",,"peromyscus polionotus trissyllepsis","perognathus nelsoni","peromyscus polionotus trissyllepsis","perognathus nelsoni","0.0","0.0"
"LinearCombinationMatchingRule","ES1379","BIO16819","0.3333333333333333",,"etheostoma percnurum","etheostoma jessiae","etheostoma percnurum","etheostoma jessiae","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1535","BIO02703","0.6666666666666666",,"aphelocoma coerulescens","aphelocoma coerulescens nevadae","aphelocoma coerulescens","aphelocoma coerulescens nevadae","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1126","BIO32453","0.25",,"perognathus longimembris pacificus","perognathus formosus formosus","perognathus longimembris pacificus","perognathus formosus formosus","0.25","0.25"
"LinearCombinationMatchingRule","ES1126","BIO32454","0.2",,"perognathus longimembris pacificus","perognathus formosus mohavensis","perognathus longimembris pacificus","perognathus formosus mohavensis","0.2","0.2"
"LinearCombinationMatchingRule","ES1626","BIO42020","0.0",,"strix occidentalis lucida","streptopelia decaocto","strix occidentalis lucida","streptopelia decaocto","0.0","0.0"
"LinearCombinationMatchingRule","ES1571","BIO43140","0.25",,"thamnophis eques megalops","thamnophis sirtalis","thamnophis eques megalops","thamnophis sirtalis","0.25","0.25"
"LinearCombinationMatchingRule","ES1601","BIO21879","0.0",,"hypomesus transpacificus","hypsagonus mozinoi","hypomesus transpacificus","hypsagonus mozinoi","0.0","0.0"
"LinearCombinationMatchingRule","ES1000","BIO37054","0.3333333333333333",,"rana muscosa","rana pretiosa pretiosa","rana muscosa","rana pretiosa pretiosa","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES947","BIO17634","0.6666666666666666",,"falco femoralis septentrionalis","falco femoralis","falco femoralis septentrionalis","falco femoralis","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1000","BIO37055","0.3333333333333333",,"rana muscosa","rana rugosa","rana muscosa","rana rugosa","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1068","BIO26978","0.5",,"menidia extensa","menidia","menidia extensa","menidia","0.5","0.5"
"LinearCombinationMatchingRule","ES1068","BIO26979","0.3333333333333333",,"menidia extensa","menidia beryllina","menidia extensa","menidia beryllina","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1363","BIO43329","0.6666666666666666",,"thomomys mazama yelmensis","thomomys mazama","thomomys mazama yelmensis","thomomys mazama","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1126","BIO32489","0.0",,"perognathus longimembris pacificus","peromyscus truei","perognathus longimembris pacificus","peromyscus truei","0.0","0.0"
"LinearCombinationMatchingRule","ES962","BIO15163","0.3333333333333333",,"eleutherodactylus cooki","eleutherodactylus planirostris planirostris","eleutherodactylus cooki","eleutherodactylus planirostris planirostris","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1270","BIO27454","0.3333333333333333",,"microtus pennsylvanicus dukecampbelli","microtus","microtus pennsylvanicus dukecampbelli","microtus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1579","BIO34385","0.3333333333333333",,"plethodon neomexicanus","plethodon wehrlei","plethodon neomexicanus","plethodon wehrlei","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1126","BIO32482","0.0",,"perognathus longimembris pacificus","peromyscus maniculatus gambelii","perognathus longimembris pacificus","peromyscus maniculatus gambelii","0.0","0.0"
"LinearCombinationMatchingRule","ES1613","BIO32448","0.0",,"peromyscus polionotus trissyllepsis","perognathus fasciatus","peromyscus polionotus trissyllepsis","perognathus fasciatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1613","BIO32447","0.0",,"peromyscus polionotus trissyllepsis","perognathus apache","peromyscus polionotus trissyllepsis","perognathus apache","0.0","0.0"
"LinearCombinationMatchingRule","ES1361","BIO26677","0.0",,"megalagrion oceanicum","megarcys wateroni","megalagrion oceanicum","megarcys wateroni","0.0","0.0"
"LinearCombinationMatchingRule","ES962","BIO15162","0.3333333333333333",,"eleutherodactylus cooki","eleutherodactylus planirostris","eleutherodactylus cooki","eleutherodactylus planirostris","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1361","BIO26676","0.0",,"megalagrion oceanicum","megarcys subtruncata","megalagrion oceanicum","megarcys subtruncata","0.0","0.0"
"LinearCombinationMatchingRule","ES1389","BIO23901","0.3333333333333333",,"lepidomeda vittata","lepidomeda mollispinis","lepidomeda vittata","lepidomeda mollispinis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1389","BIO23902","0.3333333333333333",,"lepidomeda vittata","lepidomeda mollispinis mollispinis","lepidomeda vittata","lepidomeda mollispinis mollispinis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1284","BIO01587","0.0",,"amazona vittata","amazilia beryllina","amazona vittata","amazilia beryllina","0.0","0.0"
"LinearCombinationMatchingRule","ES1185","BIO26676","0.0",,"megalagrion pacificum","megarcys subtruncata","megalagrion pacificum","megarcys subtruncata","0.0","0.0"
"LinearCombinationMatchingRule","ES1562","BIO28916","0.0",,"neonympha mitchellii francisci","neothrema","neonympha mitchellii francisci","neothrema","0.0","0.0"
"LinearCombinationMatchingRule","ES1185","BIO26677","0.0",,"megalagrion pacificum","megarcys wateroni","megalagrion pacificum","megarcys wateroni","0.0","0.0"
"LinearCombinationMatchingRule","ES1123","BIO17307","0.0",,"euphydryas editha taylori","euphylidorea lutea","euphydryas editha taylori","euphylidorea lutea","0.0","0.0"
"LinearCombinationMatchingRule","ES1037","BIO29468","0.0",,"noturus baileyi","notropis telescopus","noturus baileyi","notropis telescopus","0.0","0.0"
"LinearCombinationMatchingRule","ES1037","BIO29472","1.0",,"noturus baileyi","noturus baileyi","noturus baileyi","noturus baileyi","1.0","1.0"
"LinearCombinationMatchingRule","ES1126","BIO32477","0.0",,"perognathus longimembris pacificus","peromyscus keeni","perognathus longimembris pacificus","peromyscus keeni","0.0","0.0"
"LinearCombinationMatchingRule","ES1126","BIO32478","0.0",,"perognathus longimembris pacificus","peromyscus leucopus","perognathus longimembris pacificus","peromyscus leucopus","0.0","0.0"
"LinearCombinationMatchingRule","ES962","BIO15159","0.3333333333333333",,"eleutherodactylus cooki","eleutherodactylus augusti","eleutherodactylus cooki","eleutherodactylus augusti","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1270","BIO27466","0.25",,"microtus pennsylvanicus dukecampbelli","microtus ochrogaster","microtus pennsylvanicus dukecampbelli","microtus ochrogaster","0.25","0.25"
"LinearCombinationMatchingRule","ES1140","BIO26654","0.0",,"megalagrion xanthomelas","megaleuctra williamsae","megalagrion xanthomelas","megaleuctra williamsae","0.0","0.0"
"LinearCombinationMatchingRule","ES1419","BIO19732","0.0",,"halcyon cinnamomina cinnamomina","haliaeetus leucocephalus alascanus","halcyon cinnamomina cinnamomina","haliaeetus leucocephalus alascanus","0.0","0.0"
"LinearCombinationMatchingRule","ES1419","BIO19733","0.0",,"halcyon cinnamomina cinnamomina","haliaeetus leucocephalus leucocephalus","halcyon cinnamomina cinnamomina","haliaeetus leucocephalus leucocephalus","0.0","0.0"
"LinearCombinationMatchingRule","ES1126","BIO32470","0.0",,"perognathus longimembris pacificus","peromyscus californicus","perognathus longimembris pacificus","peromyscus californicus","0.0","0.0"
"LinearCombinationMatchingRule","ES1389","BIO23909","0.0",,"lepidomeda vittata","lepidopus fitchi","lepidomeda vittata","lepidopus fitchi","0.0","0.0"
"LinearCombinationMatchingRule","ES1617","BIO14412","0.0",,"drosophila mulli","dromacelus piteus","drosophila mulli","dromacelus piteus","0.0","0.0"
"LinearCombinationMatchingRule","ES1579","BIO34373","0.3333333333333333",,"plethodon neomexicanus","plethodon larselli","plethodon neomexicanus","plethodon larselli","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1579","BIO34369","0.3333333333333333",,"plethodon neomexicanus","plethodon elongatus elongatus","plethodon neomexicanus","plethodon elongatus elongatus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1449","BIO16839","0.3333333333333333",,"etheostoma rubrum","etheostoma vulneratum","etheostoma rubrum","etheostoma vulneratum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1262","BIO18811","0.3333333333333333",,"gila elegans","gila cypha","gila elegans","gila cypha","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1643","BIO29444","0.25",,"notropis simus pecosensis","notropis boops","notropis simus pecosensis","notropis boops","0.25","0.25"
"LinearCombinationMatchingRule","ES1337","BIO17306","0.0",,"euproserpinus euterpe","euphylidorea albipes","euproserpinus euterpe","euphylidorea albipes","0.0","0.0"
"LinearCombinationMatchingRule","ES1337","BIO17307","0.0",,"euproserpinus euterpe","euphylidorea lutea","euproserpinus euterpe","euphylidorea lutea","0.0","0.0"
"LinearCombinationMatchingRule","ES1270","BIO27470","0.6666666666666666",,"microtus pennsylvanicus dukecampbelli","microtus pennsylvanicus","microtus pennsylvanicus dukecampbelli","microtus pennsylvanicus","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1357","BIO18813","0.2",,"gila bicolor ssp. snyderi","gila robusta","gila bicolor ssp. snyderi","gila robusta","0.2","0.2"
"LinearCombinationMatchingRule","ES1449","BIO16832","0.3333333333333333",,"etheostoma rubrum","etheostoma serrifer","etheostoma rubrum","etheostoma serrifer","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES967","BIO29454","0.3333333333333333",,"notropis albizonatus","notropis heterolepis","notropis albizonatus","notropis heterolepis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1626","BIO42056","0.5",,"strix occidentalis lucida","strix occidentalis caurina","strix occidentalis lucida","strix occidentalis caurina","0.5","0.5"
"LinearCombinationMatchingRule","ES1601","BIO21843","0.0",,"hypomesus transpacificus","hypostomus","hypomesus transpacificus","hypostomus","0.0","0.0"
"LinearCombinationMatchingRule","ES1068","BIO26982","0.5",,"menidia extensa","menidia menidia","menidia extensa","menidia menidia","0.5","0.5"
"LinearCombinationMatchingRule","ES1185","BIO26653","0.0",,"megalagrion pacificum","megaleuctra","megalagrion pacificum","megaleuctra","0.0","0.0"
"LinearCombinationMatchingRule","ES1643","BIO29460","0.25",,"notropis simus pecosensis","notropis petersoni","notropis simus pecosensis","notropis petersoni","0.25","0.25"
"LinearCombinationMatchingRule","ES1357","BIO18809","0.2",,"gila bicolor ssp. snyderi","gila atraria","gila bicolor ssp. snyderi","gila atraria","0.2","0.2"
"LinearCombinationMatchingRule","ES1643","BIO29456","0.25",,"notropis simus pecosensis","notropis jemezanus","notropis simus pecosensis","notropis jemezanus","0.25","0.25"
"LinearCombinationMatchingRule","ES1023","BIO09163","0.3333333333333333",,"charadrius melodus","charadrius vociferous","charadrius melodus","charadrius vociferous","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1626","BIO42060","0.25",,"strix occidentalis lucida","strix varia","strix occidentalis lucida","strix varia","0.25","0.25"
"LinearCombinationMatchingRule","ES967","BIO29442","0.3333333333333333",,"notropis albizonatus","notropis atherinoides","notropis albizonatus","notropis atherinoides","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1245","BIO33810","0.6666666666666666",,"pipilo crissalis eremophilus","pipilo crissalis","pipilo crissalis eremophilus","pipilo crissalis","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1130","BIO14034","0.2",,"dipodomys nitratoides exilis","dipodomys panamintinus argusensis","dipodomys nitratoides exilis","dipodomys panamintinus argusensis","0.2","0.2"
"LinearCombinationMatchingRule","ES1289","BIO31051","1.0",,"palmeria dolei","palmeria dolei","palmeria dolei","palmeria dolei","1.0","1.0"
"LinearCombinationMatchingRule","ES1130","BIO14033","0.25",,"dipodomys nitratoides exilis","dipodomys panamintinus","dipodomys nitratoides exilis","dipodomys panamintinus","0.25","0.25"
"LinearCombinationMatchingRule","ES1643","BIO29472","0.0",,"notropis simus pecosensis","noturus baileyi","notropis simus pecosensis","noturus baileyi","0.0","0.0"
"LinearCombinationMatchingRule","ES1379","BIO16823","0.3333333333333333",,"etheostoma percnurum","etheostoma nigrum","etheostoma percnurum","etheostoma nigrum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1197","BIO29447","0.3333333333333333",,"notropis cahabae","notropis buchanani","notropis cahabae","notropis buchanani","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1613","BIO32488","0.25",,"peromyscus polionotus trissyllepsis","peromyscus pectoralis","peromyscus polionotus trissyllepsis","peromyscus pectoralis","0.25","0.25"
"LinearCombinationMatchingRule","ES1613","BIO32487","0.25",,"peromyscus polionotus trissyllepsis","peromyscus nasutus","peromyscus polionotus trissyllepsis","peromyscus nasutus","0.25","0.25"
"LinearCombinationMatchingRule","ES1643","BIO29468","0.25",,"notropis simus pecosensis","notropis telescopus","notropis simus pecosensis","notropis telescopus","0.25","0.25"
"LinearCombinationMatchingRule","ES1126","BIO32449","0.2",,"perognathus longimembris pacificus","perognathus fasciatus olivaceogriseus","perognathus longimembris pacificus","perognathus fasciatus olivaceogriseus","0.2","0.2"
"LinearCombinationMatchingRule","ES1245","BIO33818","0.2",,"pipilo crissalis eremophilus","pipilo maculatus montanus","pipilo crissalis eremophilus","pipilo maculatus montanus","0.2","0.2"
"LinearCombinationMatchingRule","ES1197","BIO29440","0.3333333333333333",,"notropis cahabae","notropis amnis","notropis cahabae","notropis amnis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1449","BIO16816","0.3333333333333333",,"etheostoma rubrum","etheostoma fusiforme","etheostoma rubrum","etheostoma fusiforme","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1644","BIO26685","0.0",,"megapodius laperouse","megascops kennicottii","megapodius laperouse","megascops kennicottii","0.0","0.0"
"LinearCombinationMatchingRule","ES967","BIO29478","0.0",,"notropis albizonatus","noturus gyrinus","notropis albizonatus","noturus gyrinus","0.0","0.0"
"LinearCombinationMatchingRule","ES1411","BIO34382","0.3333333333333333",,"plethodon nettingi","plethodon vehiculum","plethodon nettingi","plethodon vehiculum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1449","BIO16815","0.3333333333333333",,"etheostoma rubrum","etheostoma flabellare","etheostoma rubrum","etheostoma flabellare","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1644","BIO26684","0.0",,"megapodius laperouse","megascops asio bendirei","megapodius laperouse","megascops asio bendirei","0.0","0.0"
"LinearCombinationMatchingRule","ES1405","BIO17025","0.25",,"eumeces egregius lividus","eumeces laticeps","eumeces egregius lividus","eumeces laticeps","0.25","0.25"
"LinearCombinationMatchingRule","ES1657","BIO41851","0.2",,"sterna antillarum browni","sterna hirundo longipennis","sterna antillarum browni","sterna hirundo longipennis","0.2","0.2"
"LinearCombinationMatchingRule","ES1592","BIO17398","0.3333333333333333",,"eurycea waterlooensis","eurycea junaluska","eurycea waterlooensis","eurycea junaluska","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES967","BIO29470","0.3333333333333333",,"notropis albizonatus","notropis volucellus","notropis albizonatus","notropis volucellus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1430","BIO16841","0.3333333333333333",,"etheostoma nuchale","etheostoma zonale","etheostoma nuchale","etheostoma zonale","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1579","BIO34361","0.3333333333333333",,"plethodon neomexicanus","plethodon albagula","plethodon neomexicanus","plethodon albagula","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1108","BIO17404","0.25",,"eurycea [ typhlomolge] rathbuni","eurycea wilderae","eurycea [ typhlomolge] rathbuni","eurycea wilderae","0.25","0.25"
"LinearCombinationMatchingRule","ES1639","BIO21924","0.25",,"icaricia icarioides missionensis","icaricia lupini","icaricia icarioides missionensis","icaricia lupini","0.25","0.25"
"LinearCombinationMatchingRule","ES1388","BIO23904","0.0",,"lepidomeda mollispinis pratensis","lepidopsetta","lepidomeda mollispinis pratensis","lepidopsetta","0.0","0.0"
"LinearCombinationMatchingRule","ES1333","BIO17400","0.3333333333333333",,"eurycea nana","eurycea longicauda longicauda","eurycea nana","eurycea longicauda longicauda","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1613","BIO32475","0.25",,"peromyscus polionotus trissyllepsis","peromyscus gossypinus","peromyscus polionotus trissyllepsis","peromyscus gossypinus","0.25","0.25"
"LinearCombinationMatchingRule","ES1449","BIO16828","0.3333333333333333",,"etheostoma rubrum","etheostoma radiosum","etheostoma rubrum","etheostoma radiosum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1571","BIO43124","0.2",,"thamnophis eques megalops","thamnophis elegans terrestris","thamnophis eques megalops","thamnophis elegans terrestris","0.2","0.2"
"LinearCombinationMatchingRule","ES1613","BIO32476","0.2",,"peromyscus polionotus trissyllepsis","peromyscus gossypinus allapaticola","peromyscus polionotus trissyllepsis","peromyscus gossypinus allapaticola","0.2","0.2"
"LinearCombinationMatchingRule","ES1657","BIO41847","0.25",,"sterna antillarum browni","sterna forsteri","sterna antillarum browni","sterna forsteri","0.25","0.25"
"LinearCombinationMatchingRule","ES1657","BIO41848","0.25",,"sterna antillarum browni","sterna fuscata","sterna antillarum browni","sterna fuscata","0.25","0.25"
"LinearCombinationMatchingRule","ES1359","BIO21120","0.0",,"hybognathus amarus","hybopsis amblops","hybognathus amarus","hybopsis amblops","0.0","0.0"
"LinearCombinationMatchingRule","ES1457","BIO23881","0.3333333333333333",,"lepidochelys kempii","lepidochelys kempi","lepidochelys kempii","lepidochelys kempi","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1411","BIO34378","0.3333333333333333",,"plethodon nettingi","plethodon sequoyah","plethodon nettingi","plethodon sequoyah","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1449","BIO16820","0.3333333333333333",,"etheostoma rubrum","etheostoma kennicotti","etheostoma rubrum","etheostoma kennicotti","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1449","BIO16827","0.3333333333333333",,"etheostoma rubrum","etheostoma proeliare","etheostoma rubrum","etheostoma proeliare","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES967","BIO29466","0.3333333333333333",,"notropis albizonatus","notropis spilopterus","notropis albizonatus","notropis spilopterus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1050","BIO41980","0.0",,"strymon acis bartrami","stranglia propinqua","strymon acis bartrami","stranglia propinqua","0.0","0.0"
"LinearCombinationMatchingRule","ES955","BIO18810","0.3333333333333333",,"gila cypha","gila bicolor","gila cypha","gila bicolor","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1379","BIO16835","0.3333333333333333",,"etheostoma percnurum","etheostoma squamiceps","etheostoma percnurum","etheostoma squamiceps","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1236","BIO32309","0.3333333333333333",,"percina jenkinsi","percina sciera","percina jenkinsi","percina sciera","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1304","BIO16823","0.3333333333333333",,"etheostoma chermocki","etheostoma nigrum","etheostoma chermocki","etheostoma nigrum","0.3333333333333333","0.3333333333333333"
